id,name,movie_id,title,genre
18.0,Drama,616,The Last Samurai,0
28.0,Action,616,The Last Samurai,1
10752.0,War,616,The Last Samurai,2
12.0,Adventure,147441,Exodus: Gods and Kings,0
18.0,Drama,147441,Exodus: Gods and Kings,1
28.0,Action,147441,Exodus: Gods and Kings,2
878.0,Science Fiction,13475,Star Trek,0
28.0,Action,13475,Star Trek,1
12.0,Adventure,13475,Star Trek,2
14.0,Fantasy,557,Spider-Man,0
28.0,Action,557,Spider-Man,1
14.0,Fantasy,82702,How to Train Your Dragon 2,0
28.0,Action,82702,How to Train Your Dragon 2,1
12.0,Adventure,82702,How to Train Your Dragon 2,2
14.0,Fantasy,205584,Gods of Egypt,0
28.0,Action,10048,Stealth,0
28.0,Action,13183,Watchmen,0
9648.0,Mystery,13183,Watchmen,1
878.0,Science Fiction,13183,Watchmen,2
28.0,Action,944,Lethal Weapon 4,0
12.0,Adventure,944,Lethal Weapon 4,1
35.0,Comedy,944,Lethal Weapon 4,2
18.0,Drama,1927,Hulk,0
28.0,Action,1927,Hulk,1
878.0,Science Fiction,1927,Hulk,2
12.0,Adventure,72559,G.I. Joe: Retaliation,0
28.0,Action,72559,G.I. Joe: Retaliation,1
878.0,Science Fiction,72559,G.I. Joe: Retaliation,2
28.0,Action,7364,Sahara,0
12.0,Adventure,7364,Sahara,1
35.0,Comedy,7364,Sahara,2
12.0,Adventure,2114,Final Fantasy: The Spirits Within,0
28.0,Action,2114,Final Fantasy: The Spirits Within,1
16.0,Animation,2114,Final Fantasy: The Spirits Within,2
28.0,Action,1771,Captain America: The First Avenger,0
12.0,Adventure,1771,Captain America: The First Avenger,1
878.0,Science Fiction,1771,Captain America: The First Avenger,2
12.0,Adventure,36643,The World Is Not Enough,0
28.0,Action,36643,The World Is Not Enough,1
53.0,Thriller,36643,The World Is Not Enough,2
12.0,Adventure,8619,Master and Commander: The Far Side of the World,0
12.0,Adventure,50620,The Twilight Saga: Breaking Dawn - Part 2,0
14.0,Fantasy,50620,The Twilight Saga: Breaking Dawn - Part 2,1
18.0,Drama,50620,The Twilight Saga: Breaking Dawn - Part 2,2
16.0,Animation,65759,Happy Feet Two,0
35.0,Comedy,65759,Happy Feet Two,1
10751.0,Family,65759,Happy Feet Two,2
878.0,Science Fiction,1724,The Incredible Hulk,0
28.0,Action,1724,The Incredible Hulk,1
12.0,Adventure,1724,The Incredible Hulk,2
12.0,Adventure,267935,The BFG,0
10751.0,Family,267935,The BFG,1
14.0,Fantasy,267935,The BFG,2
37.0,Western,281957,The Revenant,0
18.0,Drama,281957,The Revenant,1
12.0,Adventure,281957,The Revenant,2
16.0,Animation,77950,Turbo,0
10751.0,Family,77950,Turbo,1
16.0,Animation,44896,Rango,0
35.0,Comedy,44896,Rango,1
10751.0,Family,44896,Rango,2
10751.0,Family,270946,Penguins of Madagascar,0
16.0,Animation,270946,Penguins of Madagascar,1
12.0,Adventure,270946,Penguins of Madagascar,2
28.0,Action,2503,The Bourne Ultimatum,0
18.0,Drama,2503,The Bourne Ultimatum,1
9648.0,Mystery,2503,The Bourne Ultimatum,2
12.0,Adventure,9502,Kung Fu Panda,0
16.0,Animation,9502,Kung Fu Panda,1
10751.0,Family,9502,Kung Fu Panda,2
878.0,Science Fiction,102899,Ant-Man,0
28.0,Action,102899,Ant-Man,1
12.0,Adventure,102899,Ant-Man,2
12.0,Adventure,101299,The Hunger Games: Catching Fire,0
28.0,Action,101299,The Hunger Games: Catching Fire,1
878.0,Science Fiction,101299,The Hunger Games: Catching Fire,2
14.0,Fantasy,228161,Home,0
35.0,Comedy,228161,Home,1
16.0,Animation,228161,Home,2
12.0,Adventure,74,War of the Worlds,0
53.0,Thriller,74,War of the Worlds,1
878.0,Science Fiction,74,War of the Worlds,2
12.0,Adventure,8961,Bad Boys II,0
28.0,Action,8961,Bad Boys II,1
35.0,Comedy,8961,Bad Boys II,2
28.0,Action,417859,Puss in Boots,0
12.0,Adventure,417859,Puss in Boots,1
16.0,Animation,417859,Puss in Boots,2
28.0,Action,27576,Salt,0
9648.0,Mystery,27576,Salt,1
53.0,Thriller,27576,Salt,2
18.0,Drama,86834,Noah,0
12.0,Adventure,86834,Noah,1
12.0,Adventure,17578,The Adventures of Tintin,0
16.0,Animation,17578,The Adventures of Tintin,1
9648.0,Mystery,17578,The Adventures of Tintin,2
12.0,Adventure,673,Harry Potter and the Prisoner of Azkaban,0
14.0,Fantasy,673,Harry Potter and the Prisoner of Azkaban,1
10751.0,Family,673,Harry Potter and the Prisoner of Azkaban,2
18.0,Drama,6972,Australia,0
878.0,Science Fiction,82700,After Earth,0
28.0,Action,82700,After Earth,1
12.0,Adventure,82700,After Earth,2
16.0,Animation,10567,Dinosaur,0
10751.0,Family,10567,Dinosaur,1
12.0,Adventure,181533,Night at the Museum: Secret of the Tomb,0
35.0,Comedy,181533,Night at the Museum: Secret of the Tomb,1
14.0,Fantasy,181533,Night at the Museum: Secret of the Tomb,2
16.0,Animation,38055,Megamind,0
28.0,Action,38055,Megamind,1
35.0,Comedy,38055,Megamind,2
12.0,Adventure,671,Harry Potter and the Philosopher's Stone,0
14.0,Fantasy,671,Harry Potter and the Philosopher's Stone,1
10751.0,Family,671,Harry Potter and the Philosopher's Stone,2
14.0,Fantasy,49524,R.I.P.D.,0
28.0,Action,49524,R.I.P.D.,1
35.0,Comedy,49524,R.I.P.D.,2
12.0,Adventure,22,Pirates of the Caribbean: The Curse of the Black Pearl,0
14.0,Fantasy,22,Pirates of the Caribbean: The Curse of the Black Pearl,1
28.0,Action,22,Pirates of the Caribbean: The Curse of the Black Pearl,2
878.0,Science Fiction,131631,The Hunger Games: Mockingjay - Part 1,0
12.0,Adventure,131631,The Hunger Games: Mockingjay - Part 1,1
53.0,Thriller,131631,The Hunger Games: Mockingjay - Part 1,2
53.0,Thriller,591,The Da Vinci Code,0
9648.0,Mystery,591,The Da Vinci Code,1
16.0,Animation,172385,Rio 2,0
12.0,Adventure,172385,Rio 2,1
35.0,Comedy,172385,Rio 2,2
12.0,Adventure,36658,X2,0
28.0,Action,36658,X2,1
878.0,Science Fiction,36658,X2,2
28.0,Action,51497,Fast Five,0
53.0,Thriller,51497,Fast Five,1
80.0,Crime,51497,Fast Five,2
12.0,Adventure,58574,Sherlock Holmes: A Game of Shadows,0
28.0,Action,58574,Sherlock Holmes: A Game of Shadows,1
80.0,Crime,58574,Sherlock Holmes: A Game of Shadows,2
12.0,Adventure,18823,Clash of the Titans,0
14.0,Fantasy,18823,Clash of the Titans,1
28.0,Action,18823,Clash of the Titans,2
28.0,Action,861,Total Recall,0
12.0,Adventure,861,Total Recall,1
878.0,Science Fiction,861,Total Recall,2
12.0,Adventure,1911,The 13th Warrior,0
14.0,Fantasy,1911,The 13th Warrior,1
28.0,Action,1911,The 13th Warrior,2
28.0,Action,49040,The Bourne Legacy,0
53.0,Thriller,49040,The Bourne Legacy,1
28.0,Action,415,Batman & Robin,0
80.0,Crime,415,Batman & Robin,1
14.0,Fantasy,415,Batman & Robin,2
10751.0,Family,8871,How the Grinch Stole Christmas,0
