id,name,movie_id,title
10943.0,Francis Lawrence,6479,I Am Legend
510.0,Tim Burton,118,Charlie and the Chocolate Factory
7930.0,Jan Pinkava,2062,Ratatouille
525.0,Christopher Nolan,272,Batman Begins
18863.0,Eric Darnell,10527,Madagascar: Escape 2 Africa
17825.0,Shawn Levy,18360,Night at the Museum: Battle of the Smithsonian
13079.0,Gavin Hood,2080,X-Men Origins: Wolverine
9339.0,Lilly Wachowski,605,The Matrix Revolutions
15774.0,Chris Buck,109445,Frozen
9339.0,Lilly Wachowski,604,The Matrix Reloaded
47005.0,Alan Taylor,76338,Thor: The Dark World
20629.0,George Miller,76341,Mad Max: Fury Road
6159.0,Ron Howard,13448,Angels & Demons
11181.0,Kenneth Branagh,10195,Thor
70238.0,Chris Williams,13053,Bolt
84851.0,Hoyt Yeatman,19585,G-Force
66739.0,Jonathan Liebesman,57165,Wrath of the Titans
510.0,Tim Burton,62213,Dark Shadows
9033.0,Christopher McQuarrie,177677,Mission: Impossible - Rogue Nation
4945.0,Joe Johnston,7978,The Wolfman
44113.0,Steve Hickner,5559,Bee Movie
142312.0,Jennifer Yuh Nelson,49444,Kung Fu Panda 2
11614.0,M. Night Shyamalan,10196,The Last Airbender
15344.0,J.J. Abrams,956,Mission: Impossible III
6046.0,Roland Emmerich,117251,White House Down
21879.0,Simon Wells,50321,Mars Needs Moms
33183.0,David Bowers,11619,Flushed Away
36588.0,Joe Wright,266647,Pan
18898.0,Rob Minkoff,82703,Mr. Peabody & Sherman
5231.0,Wolfgang Petersen,652,Troy
12080.0,Conrad Vernon,80321,Madagascar 3: Europe's Most Wanted
7256.0,Lee Tamahori,36669,Die Another Day
116805.0,Paul Feig,43074,Ghostbusters
865.0,Michael Bay,95,Armageddon
5174.0,Barry Sonnenfeld,608,Men in Black II
24.0,Robert Zemeckis,2310,Beowulf
142312.0,Jennifer Yuh Nelson,140300,Kung Fu Panda 3
7087.0,Brad Bird,56292,Mission: Impossible - Ghost Protocol
151007.0,Peter Ramsey,81188,Rise of the Guardians
15002.0,Dean Parisot,7552,Fun with Dick and Jane
9181.0,Edward Zwick,616,The Last Samurai
578.0,Ridley Scott,147441,Exodus: Gods and Kings
15344.0,J.J. Abrams,13475,Star Trek
7623.0,Sam Raimi,557,Spider-Man
69797.0,Dean DeBlois,82702,How to Train Your Dragon 2
21085.0,Alex Proyas,205584,Gods of Egypt
18878.0,Rob Cohen,10048,Stealth
15217.0,Zack Snyder,13183,Watchmen
7187.0,Richard Donner,944,Lethal Weapon 4
1614.0,Ang Lee,1927,Hulk
54507.0,Jon M. Chu,72559,G.I. Joe: Retaliation
52609.0,Breck Eisner,7364,Sahara
21692.0,Hironobu Sakaguchi,2114,Final Fantasy: The Spirits Within
4945.0,Joe Johnston,1771,Captain America: The First Avenger
10781.0,Michael Apted,36643,The World Is Not Enough
2690.0,Peter Weir,8619,Master and Commander: The Far Side of the World
15557.0,Bill Condon,50620,The Twilight Saga: Breaking Dawn - Part 2
20629.0,George Miller,65759,Happy Feet Two
18865.0,Louis Leterrier,1724,The Incredible Hulk
488.0,Steven Spielberg,267935,The BFG
223.0,Alejandro González Iñárritu,281957,The Revenant
94075.0,David Soren,77950,Turbo
1704.0,Gore Verbinski,44896,Rango
18863.0,Eric Darnell,270946,Penguins of Madagascar
25598.0,Paul Greengrass,2503,The Bourne Ultimatum
57741.0,Mark Osborne,9502,Kung Fu Panda
59026.0,Peyton Reed,102899,Ant-Man
10943.0,Francis Lawrence,101299,The Hunger Games: Catching Fire
52870.0,Tim Johnson,228161,Home
488.0,Steven Spielberg,74,War of the Worlds
865.0,Michael Bay,8961,Bad Boys II
12098.0,Chris Miller,417859,Puss in Boots
13015.0,Phillip Noyce,27576,Salt
6431.0,Darren Aronofsky,86834,Noah
488.0,Steven Spielberg,17578,The Adventures of Tintin
11218.0,Alfonso Cuarón,673,Harry Potter and the Prisoner of Azkaban
6201.0,Baz Luhrmann,6972,Australia
11614.0,M. Night Shyamalan,82700,After Earth
65855.0,Ralph Zondag,10567,Dinosaur
17825.0,Shawn Levy,181533,Night at the Museum: Secret of the Tomb
18864.0,Tom McGrath,38055,Megamind
10965.0,Chris Columbus,671,Harry Potter and the Philosopher's Stone
57270.0,Robert Schwentke,49524,R.I.P.D.
1704.0,Gore Verbinski,22,Pirates of the Caribbean: The Curse of the Black Pearl
10943.0,Francis Lawrence,131631,The Hunger Games: Mockingjay - Part 1
6159.0,Ron Howard,591,The Da Vinci Code
5714.0,Carlos Saldanha,172385,Rio 2
9032.0,Bryan Singer,36658,X2
58189.0,Justin Lin,51497,Fast Five
956.0,Guy Ritchie,58574,Sherlock Holmes: A Game of Shadows
18865.0,Louis Leterrier,18823,Clash of the Titans
10491.0,Paul Verhoeven,861,Total Recall
1090.0,John McTiernan,1911,The 13th Warrior
19242.0,Tony Gilroy,49040,The Bourne Legacy
5572.0,Joel Schumacher,415,Batman & Robin
6159.0,Ron Howard,8871,How the Grinch Stole Christmas
6046.0,Roland Emmerich,435,The Day After Tomorrow
11401.0,John Woo,955,Mission: Impossible II
5231.0,Wolfgang Petersen,2133,The Perfect Storm
20400.0,Tim Story,1979,Fantastic 4: Rise of the Silver Surfer
1614.0,Ang Lee,87827,Life of Pi
16837.0,Mark Steven Johnson,1250,Ghost Rider
25598.0,Paul Greengrass,324668,Jason Bourne
36425.0,McG,9471,Charlie's Angels: Full Throttle
578.0,Ridley Scott,70981,Prometheus
18898.0,Rob Minkoff,10996,Stuart Little 2
82194.0,Neill Blomkamp,68724,Elysium
28239.0,David Twohy,2789,The Chronicles of Riddick
52576.0,José Padilha,97020,RoboCop
9339.0,Lilly Wachowski,7459,Speed Racer
3388.0,James L. Brooks,42888,How Do You Know
366.0,James Mangold,37834,Knight and Day
86270.0,Joseph Kosinski,75612,Oblivion
1.0,George Lucas,1895,Star Wars: Episode III - Revenge of the Sith
1.0,George Lucas,1894,Star Wars: Episode II - Attack of the Clones
12890.0,Pete Docter,585,"Monsters, Inc."
366.0,James Mangold,76170,The Wolverine
1.0,George Lucas,1893,Star Wars: Episode I - The Phantom Menace
66193.0,Chris Sanders,49519,The Croods
20674.0,Thomas Langmann,2395,Asterix at the Olympic Games
11401.0,John Woo,12100,Windtalkers
1454884.0,Cedric Nicolas-Troyan,290595,The Huntsman: Winter's War
66739.0,Jonathan Liebesman,98566,Teenage Mutant Ninja Turtles
11218.0,Alfonso Cuarón,49047,Gravity
21370.0,Roger Donaldson,9619,Dante's Peak
1101410.0,Dave Green,308531,Teenage Mutant Ninja Turtles: Out of the Shadows
934803.0,Josh Trank,166424,Fantastic Four
17825.0,Shawn Levy,1593,Night at the Museum
132876.0,Brad Peyton,254128,San Andreas
1724.0,Roger Spottiswoode,714,Tomorrow Never Dies
6046.0,Roland Emmerich,2024,The Patriot
1884.0,Steven Soderbergh,163,Ocean's Twelve
11694.0,Doug Liman,787,Mr. & Mrs. Smith
57270.0,Robert Schwentke,262500,Insurgent
1032.0,Martin Scorsese,2567,The Aviator
65630.0,Rob Letterman,38745,Gulliver's Travels
201.0,Michel Gondry,40805,The Green Hornet
78914.0,Noam Murro,53182,300: Rise of an Empire
1215.0,Raja Gosnell,41513,The Smurfs
70287.0,Will Finn,13700,Home on the Range
57270.0,Robert Schwentke,262504,Allegiant
17825.0,Shawn Levy,39254,Real Steel
1215.0,Raja Gosnell,77931,The Smurfs 2
2209.0,Jan de Bont,1639,Speed 2: Cruise Control
13079.0,Gavin Hood,80274,Ender's Game
3950.0,Len Wiseman,1571,Live Free or Die Hard
108.0,Peter Jackson,120,The Lord of the Rings: The Fellowship of the Ring
57370.0,Frank Coraci,10204,Around the World in 80 Days
638.0,Michael Mann,8489,Ali
5133.0,Bo Welch,10588,The Cat in the Hat
21085.0,Alex Proyas,2048,"I, Robot"
578.0,Ridley Scott,1495,Kingdom of Heaven
18898.0,Rob Minkoff,10137,Stuart Little
15810.0,Ron Clements,10198,The Princess and the Frog
578.0,Ridley Scott,286217,The Martian
865.0,Michael Bay,1635,The Island
36804.0,Peter Chelsom,24113,Town & Country
58498.0,Dominic Sena,9679,Gone in Sixty Seconds
578.0,Ridley Scott,98,Gladiator
488.0,Steven Spielberg,180,Minority Report
10965.0,Chris Columbus,672,Harry Potter and the Chamber of Secrets
10702.0,Martin Campbell,36557,Casino Royale
510.0,Tim Burton,869,Planet of the Apes
2710.0,James Cameron,280,Terminator 2: Judgment Day
638.0,Michael Mann,11322,Public Enemies
578.0,Ridley Scott,4982,American Gangster
2710.0,James Cameron,36955,True Lies
893.0,Tony Scott,18487,The Taking of Pelham 1 2 3
3289.0,Paul Weitz,39451,Little Fockers
55710.0,Adam McKay,27581,The Other Guys
26713.0,Chuck Russell,9268,Eraser
138.0,Quentin Tarantino,68718,Django Unchained
62047.0,Gary Trousdale,10545,The Hunchback of Notre Dame
61411.0,Mark Dindal,11688,The Emperor's New Groove
12786.0,Simon West,76163,The Expendables 2
12962.0,Jon Turteltaub,2059,National Treasure
25453.0,Stefen Fangmeier,2486,Eragon
5953.0,Spike Jonze,16523,Where the Wild Things Are
5713.0,Chris Wedge,116711,Epic
8193.0,Florian Henckel von Donnersmarck,37710,The Tourist
37710.0,Peter Hyams,9946,End of Days
9181.0,Edward Zwick,1372,Blood Diamond
1032.0,Martin Scorsese,106646,The Wolf of Wall Street
5572.0,Joel Schumacher,414,Batman Forever
10491.0,Paul Verhoeven,563,Starship Troopers
1071.0,Tom Tykwer,83542,Cloud Atlas
15217.0,Zack Snyder,41216,Legend of the Guardians: The Owls of Ga'Hoole
4586.0,Pitof,314,Catwoman
11091.0,Brett Ratner,184315,Hercules
15810.0,Ron Clements,9016,Treasure Planet
11887.0,Brad Silberling,18162,Land of the Lost
143059.0,Patrick Hughes,138103,The Expendables 3
21673.0,Ericson Core,257088,Point Break
64191.0,Lawrence Guterman,10214,Son of the Mask
6159.0,Ron Howard,205775,In the Heart of the Sea
33485.0,Ron Underwood,11692,The Adventures of Pluto Nash
25598.0,Paul Greengrass,22972,Green Zone
71729.0,Steve Martino,227973,The Peanuts Movie
1255.0,David Mamet,29193,The Spanish Prisoner
7775.0,Stephen Sommers,1734,The Mummy Returns
1032.0,Martin Scorsese,3131,Gangs of New York
607.0,Zhang Yimou,76758,The Flowers of War
12905.0,Ash Brannon,9408,Surf's Up
7908.0,Frank Oz,9890,The Stepford Wives
578.0,Ridley Scott,855,Black Hawk Down
6737.0,Jay Roach,77953,The Campaign
59.0,Luc Besson,18,The Fifth Element
38023.0,Michael Patrick King,37786,Sex and the City 2
27005.0,Don Michael Paul,10501,The Road to El Dorado
71729.0,Steve Martino,57800,Ice Age: Continental Drift
11181.0,Kenneth Branagh,150689,Cinderella
108.0,Peter Jackson,7980,The Lovely Bones
7.0,Andrew Stanton,12,Finding Nemo
108.0,Peter Jackson,122,The Lord of the Rings: The Return of the King
108.0,Peter Jackson,121,The Lord of the Rings: The Two Towers
130938.0,Sergei Bodrov,68737,Seventh Son
12786.0,Simon West,1995,Lara Croft: Tomb Raider
559.0,Wally Pfister,157353,Transcendence
4945.0,Joe Johnston,331,Jurassic Park III
77357.0,Rupert Wyatt,61791,Rise of the Planet of the Apes
54050.0,Mark Waters,8204,The Spiderwick Chronicles
12028.0,John Moore,47964,A Good Day to Die Hard
54040.0,John Lee Hancock,10733,The Alamo
7087.0,Brad Bird,9806,The Incredibles
16938.0,Renny Harlin,1408,Cutthroat Island
10965.0,Chris Columbus,32657,Percy Jackson & the Olympians: The Lightning Thief
5174.0,Barry Sonnenfeld,607,Men in Black
7879.0,John Lasseter,863,Toy Story 2
893.0,Tony Scott,44048,Unstoppable
11091.0,Brett Ratner,5175,Rush Hour 2
24.0,Robert Zemeckis,2655,What Lies Beneath
107446.0,Phil Lord,22794,Cloudy with a Chance of Meatballs
5714.0,Carlos Saldanha,8355,Ice Age: Dawn of the Dinosaurs
7399.0,Ben Stiller,116745,The Secret Life of Walter Mitty
36425.0,McG,4327,Charlie's Angels
1032.0,Martin Scorsese,1422,The Departed
66190.0,Tony Bancroft,10674,Mulan
7399.0,Ben Stiller,7446,Tropic Thunder
7467.0,David Fincher,65754,The Girl with the Dragon Tattoo
1090.0,John McTiernan,1572,Die Hard: With a Vengeance
956.0,Guy Ritchie,10528,Sherlock Holmes
23430.0,Timur Bekmambetov,271969,Ben-Hur
62047.0,Gary Trousdale,10865,Atlantis: The Lost Empire
68573.0,Walt Becker,258509,Alvin and the Chipmunks: The Road Chip
9032.0,Bryan Singer,2253,Valkyrie
17494.0,Dennis Dugan,10661,You Don't Mess with the Zohan
10965.0,Chris Columbus,257344,Pixels
488.0,Steven Spielberg,644,A.I. Artificial Intelligence
18898.0,Rob Minkoff,10756,The Haunted Mansion
24.0,Robert Zemeckis,686,Contact
10491.0,Paul Verhoeven,9383,Hollow Man
2226.0,Sydney Pollack,179,The Interpreter
109857.0,Thor Freudenthal,76285,Percy Jackson: Sea of Monsters
2209.0,Jan de Bont,1996,Lara Croft Tomb Raider: The Cradle of Life
54507.0,Jon M. Chu,291805,Now You See Me 2
13015.0,Phillip Noyce,10003,The Saint
893.0,Tony Scott,1535,Spy Game
1150.0,Brian De Palma,2067,Mission to Mars
5714.0,Carlos Saldanha,46195,Rio
10965.0,Chris Columbus,2277,Bicentennial Man
8843.0,Mick Jackson,10357,Volcano
6349.0,Alan J. Pakula,4477,The Devil's Own
14392.0,Kathryn Bigelow,8665,K-19: The Widowmaker
8328.0,John Milius,9387,Conan the Barbarian
6159.0,Ron Howard,921,Cinderella Man
58728.0,Andrei Konchalovsky,49852,The Nutcracker: The Untold Story
23964.0,Gary Ross,4464,Seabiscuit
2209.0,Jan de Bont,664,Twister
24.0,Robert Zemeckis,8358,Cast Away
20629.0,George Miller,9836,Happy Feet
25598.0,Paul Greengrass,2502,The Bourne Supremacy
5231.0,Wolfgang Petersen,9772,Air Force One
1884.0,Steven Soderbergh,161,Ocean's Eleven
4014.0,Paul W.S. Anderson,52451,The Three Musketeers
185438.0,Genndy Tartakovsky,76492,Hotel Transylvania
15775.0,Kevin Lima,4523,Enchanted
125738.0,Daniel Espinosa,59961,Safe House
15775.0,Kevin Lima,10481,102 Dalmatians
11091.0,Brett Ratner,59108,Tower Heist
17698.0,Nancy Meyers,1581,The Holiday
893.0,Tony Scott,9798,Enemy of the State
17698.0,Nancy Meyers,22897,It's Complicated
1884.0,Steven Soderbergh,298,Ocean's Thirteen
7881.0,Jill Culton,7484,Open Season
17329.0,Neil Burger,157350,Divergent
2352.0,Jean-Jacques Annaud,853,Enemy at the Gates
36602.0,Peter Berg,10159,The Rundown
1090.0,John McTiernan,9593,Last Action Hero
17633.0,Rob Marshall,1904,Memoirs of a Geisha
58189.0,Justin Lin,9615,The Fast and the Furious: Tokyo Drift
66191.0,Barry Cook,51052,Arthur Christmas
769.0,Martin Brest,297,Meet Joe Black
12989.0,Andrew Davis,9884,Collateral Damage
66777.0,Bob Fosse,16858,All That Jazz
56512.0,Tarsem Singh,62764,Mirror Mirror
11090.0,Edgar Wright,22538,Scott Pilgrim vs. the World
15148.0,Jon Amiel,9341,The Core
13426.0,Peter Segal,12107,Nutty Professor II: The Klumps
1215.0,Raja Gosnell,9637,Scooby-Doo
43141.0,Pete Travis,49049,Dredd
57370.0,Frank Coraci,9339,Click
14999.0,George A. Romero,16281,Creepshow
132876.0,Brad Peyton,39691,Cats & Dogs 2 : The Revenge of Kitty Galore
11694.0,Doug Liman,8247,Jumper
10828.0,Guillermo del Toro,11253,Hellboy II: The Golden Army
7467.0,David Fincher,1949,Zodiac
1724.0,Roger Spottiswoode,8452,The 6th Day
4499.0,Tom Shadyac,310,Bruce Almighty
16483.0,Sylvester Stallone,27578,The Expendables
1150.0,Brian De Palma,954,Mission: Impossible
23964.0,Gary Ross,70160,The Hunger Games
57130.0,Todd Phillips,45243,The Hangover Part II
510.0,Tim Burton,364,Batman Returns
52845.0,Karey Kirkpatrick,7518,Over the Hedge
66193.0,Chris Sanders,11544,Lilo & Stitch
17046.0,Gary Winick,9986,Charlotte's Web
51984.0,Mimi Leder,8656,Deep Impact
15002.0,Dean Parisot,146216,RED 2
13426.0,Peter Segal,9291,The Longest Yard
64151.0,Mike Mitchell,55301,Alvin and the Chipmunks: Chipwrecked
17494.0,Dennis Dugan,109418,Grown Ups 2
13426.0,Peter Segal,11665,Get Smart
17698.0,Nancy Meyers,6964,Something's Gotta Give
1032.0,Martin Scorsese,11324,Shutter Island
71600.0,Seth Gordon,12193,Four Christmases
5713.0,Chris Wedge,9928,Robots
11401.0,John Woo,754,Face/Off
20739.0,Adam Shankman,10202,Bedtime Stories
39.0,Sam Mendes,4147,Road to Perdition
17494.0,Dennis Dugan,50546,Just Go with It
12786.0,Simon West,1701,Con Air
40256.0,D.J. Caruso,13027,Eagle Eye
2239.0,Anthony Minghella,2289,Cold Mountain
11447.0,Albert Hughes,20504,The Book of Eli
56911.0,Les Mayfield,9574,Flubber
2209.0,Jan de Bont,11618,The Haunting
23677.0,Joe Pytka,2300,Space Jam
17825.0,Shawn Levy,12096,The Pink Panther
55499.0,Scott Derrickson,10200,The Day the Earth Stood Still
7187.0,Richard Donner,8834,Conspiracy Theory
19769.0,David Ayer,228150,Fury
8858.0,Ivan Reitman,6068,Six Days Seven Nights
9622.0,Eric Brevig,41515,Yogi Bear
12079.0,Kelly Asbury,9023,Spirit: Stallion of the Cimarron
57370.0,Frank Coraci,38317,Zookeeper
2042.0,Stephen Hopkins,2157,Lost in Space
16294.0,Jonathan Demme,14462,The Manchurian Candidate
117075.0,Henry Jaglom,161795,Déjà Vu
185438.0,Genndy Tartakovsky,159824,Hotel Transylvania 2
5690.0,James Algar,49948,Fantasia 2000
21879.0,Simon Wells,2135,The Time Machine
33485.0,Ron Underwood,9822,Mighty Joe Young
58498.0,Dominic Sena,9705,Swordfish
10702.0,Martin Campbell,1656,The Legend of Zorro
9198.0,Vincent Ward,12159,What Dreams May Come
32593.0,Steven Brill,9678,Little Nicky
280.0,Terry Gilliam,4442,The Brothers Grimm
510.0,Tim Burton,75,Mars Attacks!
17627.0,Lucile Hadzihalilovic,330770,Evolution
7256.0,Lee Tamahori,9433,The Edge
7213.0,Jonathan Mostow,19959,Surrogates
21370.0,Roger Donaldson,11973,Thirteen Days
18878.0,Rob Cohen,11228,Daylight
66191.0,Barry Cook,77951,Walking With Dinosaurs
5058.0,Roger Christian,5491,Battlefield Earth
4600.0,Joe Dante,10715,Looney Tunes: Back in Action
17633.0,Rob Marshall,10197,Nine
7187.0,Richard Donner,9562,Timeline
1269.0,Kevin Costner,9922,The Postman
20629.0,George Miller,9447,Babe: Pig in the City
52609.0,Breck Eisner,274854,The Last Witch Hunter
56154.0,Antony Hoffman,8870,Red Planet
59.0,Luc Besson,9992,Arthur and the Invisibles
20030.0,Jacques Perrin,36970,Oceans
37710.0,Peter Hyams,10077,A Sound of Thunder
4014.0,Paul W.S. Anderson,76649,Pompeii
1172908.0,Andrés Couturier,293644,Top Cat Begins
6159.0,Ron Howard,453,A Beautiful Mind
15812.0,Roger Allers,8587,The Lion King
132876.0,Brad Peyton,72545,Journey 2: The Mysterious Island
12095.0,Cody Cameron,109451,Cloudy with a Chance of Meatballs 2
11091.0,Brett Ratner,9533,Red Dragon
4945.0,Joe Johnston,2023,Hidalgo
17494.0,Dennis Dugan,71880,Jack and Jill
6482.0,John Singleton,584,2 Fast 2 Furious
57741.0,Mark Osborne,309809,The Little Prince
7832.0,Oliver Hirschbiegel,4858,The Invasion
588701.0,Des McAnuff,17711,The Adventures of Rocky & Bullwinkle
124748.0,Chris Renaud,328111,The Secret Life of Pets
10808.0,Stephen Norrington,8698,The League of Extraordinary Gentlemen
124747.0,Pierre Coffin,93456,Despicable Me 2
6046.0,Roland Emmerich,602,Independence Day
488.0,Steven Spielberg,330,The Lost World: Jurassic Park
18863.0,Eric Darnell,953,Madagascar
11218.0,Alfonso Cuarón,9693,Children of Men
9032.0,Bryan Singer,36657,X-Men
23430.0,Timur Bekmambetov,8909,Wanted
865.0,Michael Bay,9802,The Rock
5714.0,Carlos Saldanha,950,Ice Age: The Meltdown
13426.0,Peter Segal,1824,50 First Dates
20739.0,Adam Shankman,2976,Hairspray
16938.0,Renny Harlin,11026,Exorcist: The Beginning
4759.0,David Kellogg,332,Inspector Gadget
18865.0,Louis Leterrier,75656,Now You See Me
17494.0,Dennis Dugan,38365,Grown Ups
488.0,Steven Spielberg,594,The Terminal
109857.0,Thor Freudenthal,15189,Hotel for Dogs
10702.0,Martin Campbell,11678,Vertical Limit
5342.0,Mike Nichols,6538,Charlie Wilson's War
12058.0,Vicky Jenson,10555,Shark Tale
15557.0,Bill Condon,1125,Dreamgirls
37932.0,F. Gary Gray,4551,Be Cool
488.0,Steven Spielberg,612,Munich
20907.0,Antoine Fuqua,9567,Tears of the Sun
36797.0,Robert Luketic,37821,Killers
956.0,Guy Ritchie,203801,The Man from U.N.C.L.E.
3388.0,James L. Brooks,2539,Spanglish
57193.0,Gil Kenan,9297,Monster House
8246.0,Barry Levinson,3172,Bandits
3415.0,Jerry Zucker,6520,First Knight
17167.0,Andy Tennant,1439,Anna and the King
56512.0,Tarsem Singh,37958,Immortals
1011158.0,Florent-Emilio Siri,2026,Hostage
12881.0,Gary Goldman,7450,Titan A.E.
4037.0,Ron Shelton,11375,Hollywood Homicide
4014.0,Paul W.S. Anderson,9425,Soldier
94220.0,Àlex Pastor,25769,Carriers
57646.0,Henry Selick,23685,Monkeybone
12028.0,John Moore,11866,Flight of the Phoenix
11614.0,M. Night Shyamalan,9741,Unbreakable
8023.0,Kyle Balda,211672,Minions
15217.0,Zack Snyder,23629,Sucker Punch
1150.0,Brian De Palma,8688,Snake Eyes
