id,name,movie_id,title,keyword
911.0,exotic island,58,Pirates of the Caribbean: Dead Man's Chest,3
1299.0,monster,58,Pirates of the Caribbean: Dead Man's Chest,4
1556.0,texas,57201,The Lone Ranger,0
2673.0,horse,57201,The Lone Ranger,1
5385.0,survivor,57201,The Lone Ranger,2
5901.0,texas ranger,57201,The Lone Ranger,3
9104.0,partner,57201,The Lone Ranger,4
83.0,saving the world,49521,Man of Steel,0
849.0,dc comics,49521,Man of Steel,1
9715.0,superhero,49521,Man of Steel,2
9717.0,based on comic book,49521,Man of Steel,3
10761.0,superhuman,49521,Man of Steel,4
818.0,based on novel,2454,The Chronicles of Narnia: Prince Caspian,0
855.0,fictional place,2454,The Chronicles of Narnia: Prince Caspian,1
1155.0,brother sister relationship,2454,The Chronicles of Narnia: Prince Caspian,2
2043.0,lion,2454,The Chronicles of Narnia: Prince Caspian,3
3714.0,human being,2454,The Chronicles of Narnia: Prince Caspian,4
242.0,new york,24428,The Avengers,0
5539.0,shield,24428,The Avengers,1
8828.0,marvel comic,24428,The Avengers,2
9715.0,superhero,24428,The Avengers,3
9717.0,based on comic book,24428,The Avengers,4
658.0,sea,1865,Pirates of the Caribbean: On Stranger Tides,0
1316.0,captain,1865,Pirates of the Caribbean: On Stranger Tides,1
1860.0,mutiny,1865,Pirates of the Caribbean: On Stranger Tides,2
1938.0,sword,1865,Pirates of the Caribbean: On Stranger Tides,3
2569.0,prime minister,1865,Pirates of the Caribbean: On Stranger Tides,4
4379.0,time travel,41154,Men in Black 3,0
5455.0,time machine,41154,Men in Black 3,1
9951.0,alien,41154,Men in Black 3,2
174915.0,fictional government agency,41154,Men in Black 3,3
185668.0,seeing the future,41154,Men in Black 3,4
417.0,corruption,122917,The Hobbit: The Battle of the Five Armies,0
603.0,elves,122917,The Hobbit: The Battle of the Five Armies,1
604.0,dwarves,122917,The Hobbit: The Battle of the Five Armies,2
606.0,orcs,122917,The Hobbit: The Battle of the Five Armies,3
609.0,middle-earth (tolkien),122917,The Hobbit: The Battle of the Five Armies,4
1872.0,loss of father,1930,The Amazing Spider-Man,0
7002.0,vigilante,1930,The Amazing Spider-Man,1
8803.0,serum,1930,The Amazing Spider-Man,2
8828.0,marvel comic,1930,The Amazing Spider-Man,3
156855.0,scientific experiment,1930,The Amazing Spider-Man,4
4147.0,robin hood,20662,Robin Hood,0
4393.0,archer,20662,Robin Hood,1
10466.0,knight,20662,Robin Hood,2
11525.0,sherwood forest,20662,Robin Hood,3
18101.0,bow and arrow,20662,Robin Hood,4
603.0,elves,57158,The Hobbit: The Desolation of Smaug,0
604.0,dwarves,57158,The Hobbit: The Desolation of Smaug,1
606.0,orcs,57158,The Hobbit: The Desolation of Smaug,2
611.0,hobbit,57158,The Hobbit: The Desolation of Smaug,3
12554.0,dragon,57158,The Hobbit: The Desolation of Smaug,4
392.0,england,2268,The Golden Compass,0
1461.0,compass,2268,The Golden Compass,1
1706.0,experiment,2268,The Golden Compass,2
2596.0,lordship,2268,The Golden Compass,3
6464.0,uncle,2268,The Golden Compass,4
774.0,film business,254,King Kong,0
776.0,screenplay,254,King Kong,1
837.0,show business,254,King Kong,2
886.0,film making,254,King Kong,3
887.0,film producer,254,King Kong,4
2580.0,shipwreck,597,Titanic,0
2984.0,iceberg,597,Titanic,1
3799.0,ship,597,Titanic,2
4210.0,panic,597,Titanic,3
4388.0,titanic,597,Titanic,4
393.0,civil war,271110,Captain America: Civil War,0
6091.0,war,271110,Captain America: Civil War,1
8828.0,marvel comic,271110,Captain America: Civil War,2
9663.0,sequel,271110,Captain America: Civil War,3
9715.0,superhero,271110,Captain America: Civil War,4
1721.0,fight,44833,Battleship,0
4410.0,u.s. navy,44833,Battleship,1
11265.0,mind reading,44833,Battleship,2
12354.0,hong kong,44833,Battleship,3
13042.0,soccer,44833,Battleship,4
1299.0,monster,135397,Jurassic World,0
1718.0,dna,135397,Jurassic World,1
1720.0,tyrannosaurus rex,135397,Jurassic World,2
1766.0,velociraptor,135397,Jurassic World,3
2041.0,island,135397,Jurassic World,4
470.0,spy,37724,Skyfall,0
4289.0,secret agent,37724,Skyfall,1
9740.0,sociopath,37724,Skyfall,2
15127.0,killer,37724,Skyfall,3
15478.0,art gallery,37724,Skyfall,4
851.0,dual identity,558,Spider-Man 2,0
2038.0,love of one's life,558,Spider-Man 2,1
5983.0,pizza boy,558,Spider-Man 2,2
8828.0,marvel comic,558,Spider-Man 2,3
9663.0,sequel,558,Spider-Man 2,4
949.0,terrorist,68721,Iron Man 3,0
5597.0,war on terror,68721,Iron Man 3,1
6335.0,tennessee,68721,Iron Man 3,2
8613.0,malibu,68721,Iron Man 3,3
8828.0,marvel comic,68721,Iron Man 3,4
818.0,based on novel,12155,Alice in Wonderland,0
855.0,fictional place,12155,Alice in Wonderland,1
2011.0,queen,12155,Alice in Wonderland,2
2486.0,fantasy,12155,Alice in Wonderland,3
12552.0,alice in wonderland,12155,Alice in Wonderland,4
1852.0,mutant,36668,X-Men: The Last Stand,0
8828.0,marvel comic,36668,X-Men: The Last Stand,1
9717.0,based on comic book,36668,X-Men: The Last Stand,2
10761.0,superhuman,36668,X-Men: The Last Stand,3
161271.0,beast,36668,X-Men: The Last Stand,4
1299.0,monster,62211,Monsters University,0
5984.0,dormitory,62211,Monsters University,1
6186.0,games,62211,Monsters University,2
10336.0,animation,62211,Monsters University,3
12392.0,best friend,62211,Monsters University,4
1160.0,egypt,8373,Transformers: Revenge of the Fallen,0
1670.0,sun,8373,Transformers: Revenge of the Fallen,1
4630.0,chaos,8373,Transformers: Revenge of the Fallen,2
8264.0,symbol,8373,Transformers: Revenge of the Fallen,3
9854.0,artifact,8373,Transformers: Revenge of the Fallen,4
9663.0,sequel,91314,Transformers: Age of Extinction,0
9951.0,alien,91314,Transformers: Age of Extinction,1
10607.0,transformers,91314,Transformers: Age of Extinction,2
10891.0,giant robot,91314,Transformers: Age of Extinction,3
14544.0,robot,91314,Transformers: Age of Extinction,4
291.0,circus,68728,Oz: The Great and Powerful,0
616.0,witch,68728,Oz: The Great and Powerful,1
2343.0,magic,68728,Oz: The Great and Powerful,2
3929.0,hope,68728,Oz: The Great and Powerful,3
4662.0,illusion,68728,Oz: The Great and Powerful,4
1523.0,obsession,102382,The Amazing Spider-Man 2,0
8828.0,marvel comic,102382,The Amazing Spider-Man 2,1
9663.0,sequel,102382,The Amazing Spider-Man 2,2
9717.0,based on comic book,102382,The Amazing Spider-Man 2,3
13040.0,electrocution,102382,The Amazing Spider-Man 2,4
310.0,artificial intelligence,20526,TRON: Legacy,0
1308.0,secret identity,20526,TRON: Legacy,1
4286.0,computer program,20526,TRON: Legacy,2
4565.0,dystopia,20526,TRON: Legacy,3
6104.0,computer,20526,TRON: Legacy,4
830.0,car race,49013,Cars 2,0
9663.0,sequel,49013,Cars 2,1
10267.0,comedy,49013,Cars 2,2
11500.0,anthropomorphism,49013,Cars 2,3
12392.0,best friend,49013,Cars 2,4
849.0,dc comics,44912,Green Lantern,0
4375.0,transformation,44912,Green Lantern,1
9715.0,superhero,44912,Green Lantern,2
9951.0,alien,44912,Green Lantern,3
15250.0,alien infection,44912,Green Lantern,4
1562.0,hostage,10193,Toy Story 3,0
3616.0,college,10193,Toy Story 3,1
4290.0,toy,10193,Toy Story 3,2
5462.0,barbie,10193,Toy Story 3,3
10336.0,animation,10193,Toy Story 3,4
83.0,saving the world,534,Terminator Salvation,0
310.0,artificial intelligence,534,Terminator Salvation,1
530.0,prophecy,534,Terminator Salvation,2
582.0,san francisco,534,Terminator Salvation,3
679.0,cyborg,534,Terminator Salvation,4
830.0,car race,168259,Furious 7,0
3428.0,speed,168259,Furious 7,1
9748.0,revenge,168259,Furious 7,2
9937.0,suspense,168259,Furious 7,3
33885.0,car,168259,Furious 7,4
4565.0,dystopia,72190,World War Z,0
12332.0,apocalypse,72190,World War Z,1
12377.0,zombie,72190,World War Z,2
160381.0,nuclear weapons,72190,World War Z,3
180635.0,multiple perspectives,72190,World War Z,4
1228.0,1970s,127585,X-Men: Days of Future Past,0
1852.0,mutant,127585,X-Men: Days of Future Past,1
4379.0,time travel,127585,X-Men: Days of Future Past,2
8828.0,marvel comic,127585,X-Men: Days of Future Past,3
9717.0,based on comic book,127585,X-Men: Days of Future Past,4
1612.0,spacecraft,54138,Star Trek Into Darkness,0
6054.0,friendship,54138,Star Trek Into Darkness,1
9663.0,sequel,54138,Star Trek Into Darkness,2
9685.0,futuristic,54138,Star Trek Into Darkness,3
9882.0,space,54138,Star Trek Into Darkness,4
179411.0,based on fairy tale,81005,Jack the Giant Slayer,0
189099.0,giant,81005,Jack the Giant Slayer,1
818.0,based on novel,64682,The Great Gatsby,0
1326.0,infidelity,64682,The Great Gatsby,1
1523.0,obsession,64682,The Great Gatsby,2
3929.0,hope,64682,The Great Gatsby,3
209714.0,3d,64682,The Great Gatsby,4
1241.0,persia,9543,Prince of Persia: The Sands of Time,0
1965.0,sandstorm,9543,Prince of Persia: The Sands of Time,1
12653.0,brother against brother,9543,Prince of Persia: The Sands of Time,2
12654.0,armageddon,9543,Prince of Persia: The Sands of Time,3
12655.0,regent,9543,Prince of Persia: The Sands of Time,4
4565.0,dystopia,68726,Pacific Rim,0
10891.0,giant robot,68726,Pacific Rim,1
11100.0,giant monster,68726,Pacific Rim,2
12332.0,apocalypse,68726,Pacific Rim,3
156395.0,imax,68726,Pacific Rim,4
305.0,moon,38356,Transformers: Dark of the Moon,0
1612.0,spacecraft,38356,Transformers: Dark of the Moon,1
2052.0,traitor,38356,Transformers: Dark of the Moon,2
3088.0,bodyguard,38356,Transformers: Dark of the Moon,3
10158.0,alien planet,38356,Transformers: Dark of the Moon,4
83.0,saving the world,217,Indiana Jones and the Kingdom of the Crystal Skull,0
483.0,riddle,217,Indiana Jones and the Kingdom of the Crystal Skull,1
1294.0,whip,217,Indiana Jones and the Kingdom of the Crystal Skull,2
1454.0,treasure,217,Indiana Jones and the Kingdom of the Crystal Skull,3
1547.0,mexico city,217,Indiana Jones and the Kingdom of the Crystal Skull,4
1720.0,tyrannosaurus rex,105864,The Good Dinosaur,0
9713.0,friends,105864,The Good Dinosaur,1
12026.0,alternate history,105864,The Good Dinosaur,2
12616.0,dinosaur,105864,The Good Dinosaur,3
13073.0,fear,105864,The Good Dinosaur,4
388.0,scotland,62177,Brave,0
526.0,rebel,62177,Brave,1
3930.0,bravery,62177,Brave,2
4152.0,kingdom,62177,Brave,3
4393.0,archer,62177,Brave,4
9663.0,sequel,188927,Star Trek Beyond,0
9743.0,stranded,188927,Star Trek Beyond,1
158449.0,hatred,188927,Star Trek Beyond,2
161176.0,space opera,188927,Star Trek Beyond,3
9799.0,romantic comedy,10681,WALL·E,0
1704.0,ambassador,5174,Rush Hour 3,0
2163.0,civilization,14161,2012,0
5096.0,natural disaster,14161,2012,1
10150.0,end of the world,14161,2012,2
10617.0,disaster,14161,2012,3
12332.0,apocalypse,14161,2012,4
65.0,holiday,17979,A Christmas Carol,0
818.0,based on novel,17979,A Christmas Carol,1
8250.0,victorian england,17979,A Christmas Carol,2
10594.0,money,17979,A Christmas Carol,3
33965.0,christmas eve,17979,A Christmas Carol,4
306.0,jupiter,76757,Jupiter Ascending,0
9882.0,space,76757,Jupiter Ascending,1
187056.0,woman director,76757,Jupiter Ascending,2
209714.0,3d,76757,Jupiter Ascending,3
212760.0,interspecies romance,76757,Jupiter Ascending,4
409.0,africa,258489,The Legend of Tarzan,0
5650.0,feral child,258489,The Legend of Tarzan,1
7347.0,tarzan,258489,The Legend of Tarzan,2
10787.0,jungle,258489,The Legend of Tarzan,3
158130.0,animal attack,258489,The Legend of Tarzan,4
83.0,saving the world,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0
616.0,witch,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",1
818.0,based on novel,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2
1155.0,brother sister relationship,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",3
1430.0,self sacrifice,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",4
1852.0,mutant,246655,X-Men: Apocalypse,0
4769.0,supernatural powers,246655,X-Men: Apocalypse,1
8828.0,marvel comic,246655,X-Men: Apocalypse,2
9715.0,superhero,246655,X-Men: Apocalypse,3
9717.0,based on comic book,246655,X-Men: Apocalypse,4
849.0,dc comics,155,The Dark Knight,0
853.0,crime fighter,155,The Dark Knight,1
1308.0,secret identity,155,The Dark Knight,2
3151.0,scarecrow,155,The Dark Knight,3
4426.0,sadism,155,The Dark Knight,4
965.0,age difference,14160,Up,0
1291.0,central and south america,14160,Up,1
9903.0,balloon,14160,Up,2
10336.0,animation,14160,Up,3
175715.0,floating in the air,14160,Up,4
9951.0,alien,15512,Monsters vs Aliens,0
10891.0,giant robot,15512,Monsters vs Aliens,1
179431.0,duringcreditsstinger,15512,Monsters vs Aliens,2
539.0,middle east,1726,Iron Man,0
6163.0,arms dealer,1726,Iron Man,1
8613.0,malibu,1726,Iron Man,2
8828.0,marvel comic,1726,Iron Man,3
9715.0,superhero,1726,Iron Man,4
295.0,library,44826,Hugo,0
1507.0,clock,44826,Hugo,1
2793.0,film director,44826,Hugo,2
2849.0,key,44826,Hugo,3
4290.0,toy,44826,Hugo,4
10028.0,steampunk,8487,Wild Wild West,0
10988.0,based on tv series,8487,Wild Wild West,1
163671.0,steam locomotive,8487,Wild Wild West,2
171636.0,drag,8487,Wild Wild West,3
849.0,dc comics,297761,Suicide Squad,0
1296.0,shared universe,297761,Suicide Squad,1
2095.0,anti hero,297761,Suicide Squad,2
3269.0,secret mission,297761,Suicide Squad,3
3289.0,villain,297761,Suicide Squad,4
494.0,father son relationship,2698,Evan Almighty,0
1850.0,daily life,2698,Evan Almighty,1
2587.0,married couple,2698,Evan Almighty,2
3848.0,support,2698,Evan Almighty,3
5905.0,father,2698,Evan Almighty,4
563.0,deja vu,137113,Edge of Tomorrow,0
1521.0,time warp,137113,Edge of Tomorrow,1
2062.0,restart,137113,Edge of Tomorrow,2
4565.0,dystopia,137113,Edge of Tomorrow,3
6091.0,war,137113,Edge of Tomorrow,4
270.0,ocean,9804,Waterworld,0
331.0,tattoo,9804,Waterworld,1
1852.0,mutant,9804,Waterworld,2
4237.0,water,9804,Waterworld,3
4565.0,dystopia,9804,Waterworld,4
949.0,terrorist,14869,G.I. Joe: The Rise of Cobra,0
1328.0,secret,14869,G.I. Joe: The Rise of Cobra,1
1562.0,hostage,14869,G.I. Joe: The Rise of Cobra,2
1576.0,technology,14869,G.I. Joe: The Rise of Cobra,3
3467.0,warhead,14869,G.I. Joe: The Rise of Cobra,4
1566.0,dream,150540,Inside Out,0
6513.0,cartoon,150540,Inside Out,1
7942.0,imaginary friend,150540,Inside Out,2
10336.0,animation,150540,Inside Out,3
18035.0,family,150540,Inside Out,4
818.0,based on novel,278927,The Jungle Book,0
1585.0,snake,278927,The Jungle Book,1
1994.0,wolf,278927,The Jungle Book,2
2857.0,elephant,278927,The Jungle Book,3
4809.0,tiger,278927,The Jungle Book,4
8613.0,malibu,10138,Iron Man 2,0
8828.0,marvel comic,10138,Iron Man 2,1
9715.0,superhero,10138,Iron Man 2,2
9717.0,based on comic book,10138,Iron Man 2,3
9748.0,revenge,10138,Iron Man 2,4
2011.0,queen,58595,Snow White and the Huntsman,0
2343.0,magic,58595,Snow White and the Huntsman,1
3205.0,fairy tale,58595,Snow White and the Huntsman,2
4978.0,immortality,58595,Snow White and the Huntsman,3
5774.0,forest,58595,Snow White and the Huntsman,4
3205.0,fairy tale,102651,Maleficent,0
3289.0,villain,102651,Maleficent,1
7430.0,sleeping beauty,102651,Maleficent,2
177895.0,dark fantasy,102651,Maleficent,3
179411.0,based on fairy tale,102651,Maleficent,4
3077.0,leader,119450,Dawn of the Planet of the Apes,0
4090.0,colony,119450,Dawn of the Planet of the Apes,1
4458.0,post-apocalyptic,119450,Dawn of the Planet of the Apes,2
4565.0,dystopia,119450,Dawn of the Planet of the Apes,3
5774.0,forest,119450,Dawn of the Planet of the Apes,4
233.0,japan,64686,47 Ronin,0
236.0,suicide,64686,47 Ronin,1
1462.0,samurai,64686,47 Ronin,2
9672.0,based on true story,64686,47 Ronin,3
18098.0,samurai sword,64686,47 Ronin,4
521.0,washington d.c.,100402,Captain America: The Winter Soldier,0
2964.0,future,100402,Captain America: The Winter Soldier,1
5539.0,shield,100402,Captain America: The Winter Soldier,2
8828.0,marvel comic,100402,Captain America: The Winter Soldier,3
9715.0,superhero,100402,Captain America: The Winter Soldier,4
189111.0,ogre,10192,Shrek Forever After,0
209714.0,3d,10192,Shrek Forever After,1
1436.0,inventor,158852,Tomorrowland,0
12332.0,apocalypse,158852,Tomorrowland,1
40850.0,destiny,158852,Tomorrowland,2
156395.0,imax,158852,Tomorrowland,3
173276.0,dreamer,158852,Tomorrowland,4
380.0,brother brother relationship,177572,Big Hero 6,0
1701.0,hero,177572,Big Hero 6,1
2276.0,talent,177572,Big Hero 6,2
9748.0,revenge,177572,Big Hero 6,3
12392.0,best friend,177572,Big Hero 6,4
825.0,support group,82690,Wreck-It Ralph,0
3977.0,product placement,82690,Wreck-It Ralph,1
6733.0,bullying,82690,Wreck-It Ralph,2
10039.0,racing,82690,Wreck-It Ralph,3
10547.0,arcade,82690,Wreck-It Ralph,4
1991.0,santa claus,5255,The Polar Express,0
5801.0,nerd,5255,The Polar Express,1
6150.0,faith,5255,The Polar Express,2
9989.0,gift,5255,The Polar Express,3
9995.0,bell,5255,The Polar Express,4
12026.0,alternate history,47933,Independence Day: Resurgence,0
14909.0,alien invasion,47933,Independence Day: Resurgence,1
334.0,flying,10191,How to Train Your Dragon,0
1318.0,blacksmith,10191,How to Train Your Dragon,1
1395.0,arena,10191,How to Train Your Dragon,2
2041.0,island,10191,How to Train Your Dragon,3
3752.0,night,10191,How to Train Your Dragon,4
83.0,saving the world,296,Terminator 3: Rise of the Machines,0
310.0,artificial intelligence,296,Terminator 3: Rise of the Machines,1
312.0,man vs machine,296,Terminator 3: Rise of the Machines,2
679.0,cyborg,296,Terminator 3: Rise of the Machines,3
1373.0,killer robot,296,Terminator 3: Rise of the Machines,4
8828.0,marvel comic,118340,Guardians of the Galaxy,0
9831.0,spaceship,118340,Guardians of the Galaxy,1
9882.0,space,118340,Guardians of the Galaxy,2
12405.0,outer space,118340,Guardians of the Galaxy,3
13014.0,orphan,118340,Guardians of the Galaxy,4
83.0,saving the world,157336,Interstellar,0
310.0,artificial intelligence,157336,Interstellar,1
494.0,father son relationship,157336,Interstellar,2
641.0,single parent,157336,Interstellar,3
1432.0,nasa,157336,Interstellar,4
1014.0,loss of lover,27205,Inception,0
1566.0,dream,27205,Inception,1
1930.0,kidnapping,27205,Inception,2
2116.0,sleep,27205,Inception,3
2117.0,subconsciousness,27205,Inception,4
1299.0,monster,315011,Shin Godzilla,0
7671.0,godzilla,315011,Shin Godzilla,1
11100.0,giant monster,315011,Shin Godzilla,2
14796.0,destruction,315011,Shin Godzilla,3
161791.0,kaiju,315011,Shin Godzilla,4
483.0,riddle,49051,The Hobbit: An Unexpected Journey,0
603.0,elves,49051,The Hobbit: An Unexpected Journey,1
604.0,dwarves,49051,The Hobbit: An Unexpected Journey,2
606.0,orcs,49051,The Hobbit: An Unexpected Journey,3
609.0,middle-earth (tolkien),49051,The Hobbit: An Unexpected Journey,4
542.0,street gang,9799,The Fast and the Furious,0
830.0,car race,9799,The Fast and the Furious,1
1568.0,undercover,9799,The Fast and the Furious,2
8574.0,auto-tuning,9799,The Fast and the Furious,3
12670.0,los angeles,9799,The Fast and the Furious,4
2913.0,diary,4922,The Curious Case of Benjamin Button,0
3588.0,navy,4922,The Curious Case of Benjamin Button,1
3739.0,funeral,4922,The Curious Case of Benjamin Button,2
4262.0,tea,4922,The Curious Case of Benjamin Button,3
9935.0,travel,4922,The Curious Case of Benjamin Button,4
591.0,cia,49538,X-Men: First Class,0
1852.0,mutant,49538,X-Men: First Class,1
1960.0,mine,49538,X-Men: First Class,2
8828.0,marvel comic,49538,X-Men: First Class,3
9715.0,superhero,49538,X-Men: First Class,4
2020.0,revolution,131634,The Hunger Games: Mockingjay - Part 2,0
2660.0,strong woman,131634,The Hunger Games: Mockingjay - Part 2,1
4565.0,dystopia,131634,The Hunger Games: Mockingjay - Part 2,2
157376.0,game of death,131634,The Hunger Games: Mockingjay - Part 2,3
209714.0,3d,131634,The Hunger Games: Mockingjay - Part 2,4
616.0,witch,27022,The Sorcerer's Apprentice,0
657.0,fire,27022,The Sorcerer's Apprentice,1
1994.0,wolf,27022,The Sorcerer's Apprentice,2
2098.0,fountain,27022,The Sorcerer's Apprentice,3
2343.0,magic,27022,The Sorcerer's Apprentice,4
613.0,new year's eve,503,Poseidon,0
657.0,fire,503,Poseidon,1
793.0,drowning,503,Poseidon,2
843.0,cataclysm,503,Poseidon,3
1872.0,loss of father,503,Poseidon,4
818.0,based on novel,241259,Alice Through the Looking Glass,0
1507.0,clock,241259,Alice Through the Looking Glass,1
2011.0,queen,241259,Alice Through the Looking Glass,2
9663.0,sequel,241259,Alice Through the Looking Glass,3
12552.0,alice in wonderland,241259,Alice Through the Looking Glass,4
502.0,ambush,810,Shrek the Third,0
1647.0,sadness,810,Shrek the Third,1
1674.0,stage,810,Shrek the Third,2
2019.0,liberation of prisoners,810,Shrek the Third,3
2041.0,island,810,Shrek the Third,4
282.0,video game,68735,Warcraft,0
603.0,elves,68735,Warcraft,1
606.0,orcs,68735,Warcraft,2
2343.0,magic,68735,Warcraft,3
3713.0,chase,68735,Warcraft,4
83.0,saving the world,87101,Terminator Genisys,0
310.0,artificial intelligence,87101,Terminator Genisys,1
679.0,cyborg,87101,Terminator Genisys,2
1373.0,killer robot,87101,Terminator Genisys,3
2964.0,future,87101,Terminator Genisys,4
818.0,based on novel,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,0
2343.0,magic,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,1
10842.0,good vs evil,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,2
13084.0,king,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,3
166930.0,narnia,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,4
428.0,nurse,676,Pearl Harbor,0
1627.0,patriotism,676,Pearl Harbor,1
1668.0,hawaii,676,Pearl Harbor,2
1956.0,world war ii,676,Pearl Harbor,3
3203.0,pilot,676,Pearl Harbor,4
2535.0,destroy,1858,Transformers,0
4375.0,transformation,1858,Transformers,1
9951.0,alien,1858,Transformers,2
10542.0,based on toy,1858,Transformers,3
10607.0,transformers,1858,Transformers,4
347.0,aristotle,1966,Alexander,0
1160.0,egypt,1966,Alexander,1
1200.0,greece,1966,Alexander,2
1241.0,persia,1966,Alexander,3
2857.0,elephant,1966,Alexander,4
530.0,prophecy,675,Harry Potter and the Order of the Phoenix,0
616.0,witch,675,Harry Potter and the Order of the Phoenix,1
1014.0,loss of lover,675,Harry Potter and the Order of the Phoenix,2
2343.0,magic,675,Harry Potter and the Order of the Phoenix,3
2630.0,cutting the cord,675,Harry Potter and the Order of the Phoenix,4
2343.0,magic,674,Harry Potter and the Goblet of Fire,0
3737.0,dying and death,674,Harry Potter and the Goblet of Fire,1
3872.0,broom,674,Harry Potter and the Goblet of Fire,2
3873.0,sorcerer's apprentice,674,Harry Potter and the Goblet of Fire,3
3884.0,school of witchcraft,674,Harry Potter and the Goblet of Fire,4
334.0,flying,8960,Hancock,0
567.0,alcohol,8960,Hancock,1
2038.0,love of one's life,8960,Hancock,2
3691.0,forbidden love,8960,Hancock,3
4663.0,lovers,8960,Hancock,4
83.0,saving the world,6479,I Am Legend,0
4190.0,lost civilisation,6479,I Am Legend,1
4458.0,post-apocalyptic,6479,I Am Legend,2
4565.0,dystopia,6479,I Am Legend,3
5144.0,matter of life and death,6479,I Am Legend,4
212.0,london england,118,Charlie and the Chocolate Factory,0
494.0,father son relationship,118,Charlie and the Chocolate Factory,1
715.0,chocolate,118,Charlie and the Chocolate Factory,2
730.0,factory worker,118,Charlie and the Chocolate Factory,3
818.0,based on novel,118,Charlie and the Chocolate Factory,4
90.0,paris,2062,Ratatouille,0
380.0,brother brother relationship,2062,Ratatouille,1
996.0,expensive restaurant,2062,Ratatouille,2
1261.0,river,2062,Ratatouille,3
1650.0,cook,2062,Ratatouille,4
486.0,himalaya,272,Batman Begins,0
779.0,martial arts,272,Batman Begins,1
849.0,dc comics,272,Batman Begins,2
853.0,crime fighter,272,Batman Begins,3
1308.0,secret identity,272,Batman Begins,4
409.0,africa,10527,Madagascar: Escape 2 Africa,0
931.0,jealousy,10527,Madagascar: Escape 2 Africa,1
