id,name,movie_id,title,production_company
2.0,Walt Disney Pictures,68728,Oz: The Great and Powerful,0
16314.0,Roth Films,68728,Oz: The Great and Powerful,1
5.0,Columbia Pictures,102382,The Amazing Spider-Man 2,0
19551.0,Marvel Enterprises,102382,The Amazing Spider-Man 2,1
2.0,Walt Disney Pictures,20526,TRON: Legacy,0
7161.0,LivePlanet,20526,TRON: Legacy,1
2.0,Walt Disney Pictures,49013,Cars 2,0
3.0,Pixar Animation Studios,49013,Cars 2,1
2609.0,De Line Pictures,44912,Green Lantern,0
6194.0,Warner Bros.,44912,Green Lantern,1
2.0,Walt Disney Pictures,10193,Toy Story 3,0
3.0,Pixar Animation Studios,10193,Toy Story 3,1
5.0,Columbia Pictures,534,Terminator Salvation,0
4021.0,The Halcyon Company,534,Terminator Salvation,1
33.0,Universal Pictures,168259,Furious 7,0
333.0,Original Film,168259,Furious 7,1
4.0,Paramount Pictures,72190,World War Z,0
3281.0,GK Films,72190,World War Z,1
306.0,Twentieth Century Fox Film Corporation,127585,X-Men: Days of Future Past,0
431.0,Donners' Company,127585,X-Men: Days of Future Past,1
4.0,Paramount Pictures,54138,Star Trek Into Darkness,0
6277.0,Skydance Productions,54138,Star Trek Into Darkness,1
12.0,New Line Cinema,81005,Jack the Giant Slayer,0
333.0,Original Film,81005,Jack the Giant Slayer,1
79.0,Village Roadshow Pictures,64682,The Great Gatsby,0
240.0,Bazmark Films,64682,The Great Gatsby,1
2.0,Walt Disney Pictures,9543,Prince of Persia: The Sands of Time,0
130.0,Jerry Bruckheimer Films,9543,Prince of Persia: The Sands of Time,1
923.0,Legendary Pictures,68726,Pacific Rim,0
6194.0,Warner Bros.,68726,Pacific Rim,1
4.0,Paramount Pictures,38356,Transformers: Dark of the Moon,0
435.0,Di Bonaventura Pictures,38356,Transformers: Dark of the Moon,1
1.0,Lucasfilm,217,Indiana Jones and the Kingdom of the Crystal Skull,0
4.0,Paramount Pictures,217,Indiana Jones and the Kingdom of the Crystal Skull,1
2.0,Walt Disney Pictures,105864,The Good Dinosaur,0
3.0,Pixar Animation Studios,105864,The Good Dinosaur,1
2.0,Walt Disney Pictures,62177,Brave,0
3.0,Pixar Animation Studios,62177,Brave,1
4.0,Paramount Pictures,188927,Star Trek Beyond,0
11461.0,Bad Robot,188927,Star Trek Beyond,1
2.0,Walt Disney Pictures,10681,WALL·E,0
3.0,Pixar Animation Studios,10681,WALL·E,1
12.0,New Line Cinema,5174,Rush Hour 3,0
5.0,Columbia Pictures,14161,2012,0
347.0,Centropolis Entertainment,14161,2012,1
5888.0,Walt Disney,17979,A Christmas Carol,0
11395.0,ImageMovers,17979,A Christmas Carol,1
79.0,Village Roadshow Pictures,76757,Jupiter Ascending,0
444.0,Dune Entertainment,76757,Jupiter Ascending,1
79.0,Village Roadshow Pictures,258489,The Legend of Tarzan,0
552.0,Dark Horse Entertainment,258489,The Legend of Tarzan,1
5888.0,Walt Disney,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0
10221.0,Walden Media,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",1
306.0,Twentieth Century Fox Film Corporation,246655,X-Men: Apocalypse,0
431.0,Donners' Company,246655,X-Men: Apocalypse,1
429.0,DC Comics,155,The Dark Knight,0
923.0,Legendary Pictures,155,The Dark Knight,1
3.0,Pixar Animation Studios,14160,Up,0
521.0,DreamWorks Animation,15512,Monsters vs Aliens,0
420.0,Marvel Studios,1726,Iron Man,0
4.0,Paramount Pictures,44826,Hugo,0
2691.0,Infinitum Nihil,44826,Hugo,1
2507.0,"Todman, Simon, LeMasters Productions",8487,Wild Wild West,0
6194.0,Warner Bros.,8487,Wild Wild West,1
33.0,Universal Pictures,1735,The Mummy: Tomb of the Dragon Emperor,0
2269.0,China Film Co-Production Corporation,1735,The Mummy: Tomb of the Dragon Emperor,1
429.0,DC Comics,297761,Suicide Squad,0
444.0,Dune Entertainment,297761,Suicide Squad,1
5.0,Columbia Pictures,2698,Evan Almighty,0
33.0,Universal Pictures,2698,Evan Almighty,1
79.0,Village Roadshow Pictures,137113,Edge of Tomorrow,0
6194.0,Warner Bros.,137113,Edge of Tomorrow,1
33.0,Universal Pictures,9804,Waterworld,0
1073.0,Gordon Company,9804,Waterworld,1
4.0,Paramount Pictures,14869,G.I. Joe: The Rise of Cobra,0
158.0,Spyglass Entertainment,14869,G.I. Joe: The Rise of Cobra,1
2.0,Walt Disney Pictures,150540,Inside Out,0
3.0,Pixar Animation Studios,150540,Inside Out,1
2.0,Walt Disney Pictures,278927,The Jungle Book,0
3036.0,Walt Disney Studios Motion Pictures,278927,The Jungle Book,1
420.0,Marvel Studios,10138,Iron Man 2,0
33.0,Universal Pictures,58595,Snow White and the Huntsman,0
16314.0,Roth Films,58595,Snow White and the Huntsman,1
2.0,Walt Disney Pictures,102651,Maleficent,0
3036.0,Walt Disney Studios Motion Pictures,102651,Maleficent,1
290.0,Ingenious Media,119450,Dawn of the Planet of the Apes,0
7076.0,Chernin Entertainment,119450,Dawn of the Planet of the Apes,1
7299.0,Corsan,79698,The Lovers,0
8186.0,Bliss Media,79698,The Lovers,1
2735.0,Mid Atlantic Films,64686,47 Ronin,0
4403.0,Stuber Productions,64686,47 Ronin,1
420.0,Marvel Studios,100402,Captain America: The Winter Soldier,0
521.0,DreamWorks Animation,10192,Shrek Forever After,0
2.0,Walt Disney Pictures,158852,Tomorrowland,0
20656.0,Babieka,158852,Tomorrowland,1
2.0,Walt Disney Pictures,177572,Big Hero 6,0
6125.0,Walt Disney Animation Studios,177572,Big Hero 6,1
6125.0,Walt Disney Animation Studios,82690,Wreck-It Ralph,0
1867.0,Golden Mean,5255,The Polar Express,0
4171.0,Playtone,5255,The Polar Express,1
306.0,Twentieth Century Fox Film Corporation,47933,Independence Day: Resurgence,0
347.0,Centropolis Entertainment,47933,Independence Day: Resurgence,1
521.0,DreamWorks Animation,10191,How to Train Your Dragon,0
829.0,Vertigo Entertainment,10191,How to Train Your Dragon,1
5.0,Columbia Pictures,296,Terminator 3: Rise of the Machines,0
763.0,Intermedia Films,296,Terminator 3: Rise of the Machines,1
420.0,Marvel Studios,118340,Guardians of the Galaxy,0
20478.0,Moving Picture Company (MPC),118340,Guardians of the Galaxy,1
4.0,Paramount Pictures,157336,Interstellar,0
923.0,Legendary Pictures,157336,Interstellar,1
923.0,Legendary Pictures,27205,Inception,0
6194.0,Warner Bros.,27205,Inception,1
5896.0,Cine Bazar,315011,Shin Godzilla,0
49301.0,Toho Pictures,315011,Shin Godzilla,1
11.0,WingNut Films,49051,The Hobbit: An Unexpected Journey,0
12.0,New Line Cinema,49051,The Hobbit: An Unexpected Journey,1
33.0,Universal Pictures,9799,The Fast and the Furious,0
333.0,Original Film,9799,The Fast and the Furious,1
4.0,Paramount Pictures,4922,The Curious Case of Benjamin Button,0
6194.0,Warner Bros.,4922,The Curious Case of Benjamin Button,1
289.0,Ingenious Film Partners,49538,X-Men: First Class,0
290.0,Ingenious Media,49538,X-Men: First Class,1
264.0,Studio Babelsberg,131634,The Hunger Games: Mockingjay - Part 2,0
1632.0,Lionsgate,131634,The Hunger Games: Mockingjay - Part 2,1
2.0,Walt Disney Pictures,27022,The Sorcerer's Apprentice,0
130.0,Jerry Bruckheimer Films,27022,The Sorcerer's Apprentice,1
449.0,Virtual Studios,503,Poseidon,0
1633.0,Next Entertainment,503,Poseidon,1
2.0,Walt Disney Pictures,241259,Alice Through the Looking Glass,0
598.0,Team Todd,241259,Alice Through the Looking Glass,1
27.0,DreamWorks SKG,810,Shrek the Third,0
521.0,DreamWorks Animation,810,Shrek the Third,1
33.0,Universal Pictures,68735,Warcraft,0
507.0,Atlas Entertainment,68735,Warcraft,1
4.0,Paramount Pictures,87101,Terminator Genisys,0
13184.0,Annapurna Pictures,87101,Terminator Genisys,1
444.0,Dune Entertainment,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,0
711.0,Fox 2000 Pictures,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,1
130.0,Jerry Bruckheimer Films,676,Pearl Harbor,0
9195.0,Touchstone Pictures,676,Pearl Harbor,1
4.0,Paramount Pictures,1858,Transformers,0
27.0,DreamWorks SKG,1858,Transformers,1
591.0,France 3 Cinéma,1966,Alexander,0
763.0,Intermedia Films,1966,Alexander,1
6194.0,Warner Bros.,675,Harry Potter and the Order of the Phoenix,0
7364.0,Heyday Films,675,Harry Potter and the Order of the Phoenix,1
462.0,Patalex IV Productions Limited,674,Harry Potter and the Goblet of Fire,0
6194.0,Warner Bros.,674,Harry Potter and the Goblet of Fire,1
5.0,Columbia Pictures,8960,Hancock,0
433.0,Weed Road Pictures,8960,Hancock,1
79.0,Village Roadshow Pictures,6479,I Am Legend,0
333.0,Original Film,6479,I Am Legend,1
79.0,Village Roadshow Pictures,118,Charlie and the Chocolate Factory,0
80.0,The Zanuck Company,118,Charlie and the Chocolate Factory,1
2.0,Walt Disney Pictures,2062,Ratatouille,0
3.0,Pixar Animation Studios,2062,Ratatouille,1
429.0,DC Comics,272,Batman Begins,0
923.0,Legendary Pictures,272,Batman Begins,1
521.0,DreamWorks Animation,10527,Madagascar: Escape 2 Africa,0
306.0,Twentieth Century Fox Film Corporation,18360,Night at the Museum: Battle of the Smithsonian,0
436.0,1492 Pictures,18360,Night at the Museum: Battle of the Smithsonian,1
289.0,Ingenious Film Partners,2080,X-Men Origins: Wolverine,0
306.0,Twentieth Century Fox Film Corporation,2080,X-Men Origins: Wolverine,1
79.0,Village Roadshow Pictures,605,The Matrix Revolutions,0
172.0,NPV Entertainment,605,The Matrix Revolutions,1
2.0,Walt Disney Pictures,109445,Frozen,0
6125.0,Walt Disney Animation Studios,109445,Frozen,1
79.0,Village Roadshow Pictures,604,The Matrix Reloaded,0
172.0,NPV Entertainment,604,The Matrix Reloaded,1
420.0,Marvel Studios,76338,Thor: The Dark World,0
79.0,Village Roadshow Pictures,76341,Mad Max: Fury Road,0
2537.0,Kennedy Miller Productions,76341,Mad Max: Fury Road,1
5.0,Columbia Pictures,13448,Angels & Demons,0
23.0,Imagine Entertainment,13448,Angels & Demons,1
420.0,Marvel Studios,10195,Thor,0
6125.0,Walt Disney Animation Studios,13053,Bolt,0
2.0,Walt Disney Pictures,19585,G-Force,0
130.0,Jerry Bruckheimer Films,19585,G-Force,1
923.0,Legendary Pictures,57165,Wrath of the Titans,0
3528.0,Thunder Road Pictures,57165,Wrath of the Titans,1
79.0,Village Roadshow Pictures,62213,Dark Shadows,0
2691.0,Infinitum Nihil,62213,Dark Shadows,1
4.0,Paramount Pictures,177677,Mission: Impossible - Rogue Nation,0
6277.0,Skydance Productions,177677,Mission: Impossible - Rogue Nation,1
33.0,Universal Pictures,7978,The Wolfman,0
4403.0,Stuber Productions,7978,The Wolfman,1
520.0,Pacific Data Images (PDI),5559,Bee Movie,0
521.0,DreamWorks Animation,5559,Bee Movie,1
521.0,DreamWorks Animation,49444,Kung Fu Panda 2,0
4.0,Paramount Pictures,10196,The Last Airbender,0
2348.0,Nickelodeon Movies,10196,The Last Airbender,1
4.0,Paramount Pictures,956,Mission: Impossible III,0
44.0,Cruise/Wagner Productions,956,Mission: Impossible III,1
5.0,Columbia Pictures,117251,White House Down,0
347.0,Centropolis Entertainment,117251,White House Down,1
6125.0,Walt Disney Animation Studios,50321,Mars Needs Moms,0
297.0,Aardman Animations,11619,Flushed Away,0
521.0,DreamWorks Animation,11619,Flushed Away,1
6194.0,Warner Bros.,266647,Pan,0
20478.0,Moving Picture Company (MPC),266647,Pan,1
520.0,Pacific Data Images (PDI),82703,Mr. Peabody & Sherman,0
521.0,DreamWorks Animation,82703,Mr. Peabody & Sherman,1
81.0,Plan B Entertainment,652,Troy,0
6194.0,Warner Bros.,652,Troy,1
521.0,DreamWorks Animation,80321,Madagascar 3: Europe's Most Wanted,0
7576.0,Eon Productions,36669,Die Another Day,0
5.0,Columbia Pictures,43074,Ghostbusters,0
79.0,Village Roadshow Pictures,43074,Ghostbusters,1
130.0,Jerry Bruckheimer Films,95,Armageddon,0
9195.0,Touchstone Pictures,95,Armageddon,1
5.0,Columbia Pictures,608,Men in Black II,0
56.0,Amblin Entertainment,608,Men in Black II,1
4.0,Paramount Pictures,2310,Beowulf,0
2265.0,Shangri-La Entertainment,2310,Beowulf,1
306.0,Twentieth Century Fox Film Corporation,140300,Kung Fu Panda 3,0
521.0,DreamWorks Animation,140300,Kung Fu Panda 3,1
4.0,Paramount Pictures,56292,Mission: Impossible - Ghost Protocol,0
6277.0,Skydance Productions,56292,Mission: Impossible - Ghost Protocol,1
521.0,DreamWorks Animation,81188,Rise of the Guardians,0
23.0,Imagine Entertainment,7552,Fun with Dick and Jane,0
441.0,Columbia Pictures Corporation,7552,Fun with Dick and Jane,1
44.0,Cruise/Wagner Productions,616,The Last Samurai,0
6194.0,Warner Bros.,616,The Last Samurai,1
1645.0,Scott Free Productions,147441,Exodus: Gods and Kings,0
7076.0,Chernin Entertainment,147441,Exodus: Gods and Kings,1
4.0,Paramount Pictures,13475,Star Trek,0
158.0,Spyglass Entertainment,13475,Star Trek,1
5.0,Columbia Pictures,557,Spider-Man,0
19551.0,Marvel Enterprises,557,Spider-Man,1
521.0,DreamWorks Animation,82702,How to Train Your Dragon 2,0
20154.0,Mad Hatter Entertainment,82702,How to Train Your Dragon 2,1
491.0,Summit Entertainment,205584,Gods of Egypt,0
908.0,Mystery Clock Cinema,205584,Gods of Egypt,1
326.0,Laura Ziskin Productions,10048,Stealth,0
333.0,Original Film,10048,Stealth,1
4.0,Paramount Pictures,13183,Watchmen,0
429.0,DC Comics,13183,Watchmen,1
1885.0,Silver Pictures,944,Lethal Weapon 4,0
5739.0,Donner/Shuler-Donner Productions,944,Lethal Weapon 4,1
33.0,Universal Pictures,1927,Hulk,0
10565.0,Good Machine,1927,Hulk,1
4.0,Paramount Pictures,72559,G.I. Joe: Retaliation,0
435.0,Di Bonaventura Pictures,72559,G.I. Joe: Retaliation,1
4.0,Paramount Pictures,7364,Sahara,0
2233.0,Bristol Bay Productions,7364,Sahara,1
5.0,Columbia Pictures,2114,Final Fantasy: The Spirits Within,0
4164.0,Square USA,2114,Final Fantasy: The Spirits Within,1
420.0,Marvel Studios,1771,Captain America: The First Avenger,0
7576.0,Eon Productions,36643,The World Is Not Enough,0
8411.0,Metro-Goldwyn-Mayer (MGM),36643,The World Is Not Enough,1
33.0,Universal Pictures,8619,Master and Commander: The Far Side of the World,0
306.0,Twentieth Century Fox Film Corporation,8619,Master and Commander: The Far Side of the World,1
491.0,Summit Entertainment,50620,The Twilight Saga: Breaking Dawn - Part 2,0
5219.0,Sunswept Entertainment,50620,The Twilight Saga: Breaking Dawn - Part 2,1
79.0,Village Roadshow Pictures,65759,Happy Feet Two,0
6194.0,Warner Bros.,65759,Happy Feet Two,1
33.0,Universal Pictures,1724,The Incredible Hulk,0
420.0,Marvel Studios,1724,The Incredible Hulk,1
2.0,Walt Disney Pictures,267935,The BFG,0
56.0,Amblin Entertainment,267935,The BFG,1
508.0,Regency Enterprises,281957,The Revenant,0
562.0,Appian Way,281957,The Revenant,1
521.0,DreamWorks Animation,77950,Turbo,0
4.0,Paramount Pictures,44896,Rango,0
2348.0,Nickelodeon Movies,44896,Rango,1
521.0,DreamWorks Animation,270946,Penguins of Madagascar,0
33.0,Universal Pictures,2503,The Bourne Ultimatum,0
862.0,The Kennedy/Marshall Company,2503,The Bourne Ultimatum,1
521.0,DreamWorks Animation,9502,Kung Fu Panda,0
420.0,Marvel Studios,102899,Ant-Man,0
1632.0,Lionsgate,101299,The Hunger Games: Catching Fire,0
5420.0,Color Force,101299,The Hunger Games: Catching Fire,1
306.0,Twentieth Century Fox Film Corporation,228161,Home,0
521.0,DreamWorks Animation,228161,Home,1
4.0,Paramount Pictures,74,War of the Worlds,0
27.0,DreamWorks SKG,74,War of the Worlds,1
441.0,Columbia Pictures Corporation,8961,Bad Boys II,0
10288.0,Don Simpson/Jerry Bruckheimer Films,8961,Bad Boys II,1
7.0,DreamWorks,417859,Puss in Boots,0
5.0,Columbia Pictures,27576,Salt,0
435.0,Di Bonaventura Pictures,27576,Salt,1
4.0,Paramount Pictures,86834,Noah,0
508.0,Regency Enterprises,86834,Noah,1
4.0,Paramount Pictures,17578,The Adventures of Tintin,0
5.0,Columbia Pictures,17578,The Adventures of Tintin,1
436.0,1492 Pictures,673,Harry Potter and the Prisoner of Azkaban,0
437.0,Heyday films,673,Harry Potter and the Prisoner of Azkaban,1
240.0,Bazmark Films,6972,Australia,0
289.0,Ingenious Film Partners,6972,Australia,1
5.0,Columbia Pictures,82700,After Earth,0
12236.0,Blinding Edge Pictures,82700,After Earth,1
2.0,Walt Disney Pictures,10567,Dinosaur,0
10217.0,Walt Disney Feature Animation,10567,Dinosaur,1
306.0,Twentieth Century Fox Film Corporation,181533,Night at the Museum: Secret of the Tomb,0
436.0,1492 Pictures,181533,Night at the Museum: Secret of the Tomb,1
521.0,DreamWorks Animation,38055,Megamind,0
436.0,1492 Pictures,671,Harry Potter and the Philosopher's Stone,0
6194.0,Warner Bros.,671,Harry Potter and the Philosopher's Stone,1
33.0,Universal Pictures,49524,R.I.P.D.,0
333.0,Original Film,49524,R.I.P.D.,1
2.0,Walt Disney Pictures,22,Pirates of the Caribbean: The Curse of the Black Pearl,0
130.0,Jerry Bruckheimer Films,22,Pirates of the Caribbean: The Curse of the Black Pearl,1
1632.0,Lionsgate,131631,The Hunger Games: Mockingjay - Part 1,0
5420.0,Color Force,131631,The Hunger Games: Mockingjay - Part 1,1
5.0,Columbia Pictures,591,The Da Vinci Code,0
23.0,Imagine Entertainment,591,The Da Vinci Code,1
9383.0,Blue Sky Studios,172385,Rio 2,0
11749.0,Twentieth Century Fox Animation,172385,Rio 2,1
306.0,Twentieth Century Fox Film Corporation,36658,X2,0
431.0,Donners' Company,36658,X2,1
33.0,Universal Pictures,51497,Fast Five,0
333.0,Original Film,51497,Fast Five,1
79.0,Village Roadshow Pictures,58574,Sherlock Holmes: A Game of Shadows,0
1885.0,Silver Pictures,58574,Sherlock Holmes: A Game of Shadows,1
80.0,The Zanuck Company,18823,Clash of the Titans,0
923.0,Legendary Pictures,18823,Clash of the Titans,1
559.0,TriStar Pictures,861,Total Recall,0
14723.0,Carolco Pictures,861,Total Recall,1
9195.0,Touchstone Pictures,1911,The 13th Warrior,0
33.0,Universal Pictures,49040,The Bourne Legacy,0
6452.0,Dentsu,49040,The Bourne Legacy,1
1382.0,PolyGram Filmed Entertainment,415,Batman & Robin,0
6194.0,Warner Bros.,415,Batman & Robin,1
23.0,Imagine Entertainment,8871,How the Grinch Stole Christmas,0
33.0,Universal Pictures,8871,How the Grinch Stole Christmas,1
35.0,Lions Gate Films,435,The Day After Tomorrow,0
306.0,Twentieth Century Fox Film Corporation,435,The Day After Tomorrow,1
4.0,Paramount Pictures,955,Mission: Impossible II,0
44.0,Cruise/Wagner Productions,955,Mission: Impossible II,1
6194.0,Warner Bros.,2133,The Perfect Storm,0
16061.0,Baltimore Spring Creek Productions,2133,The Perfect Storm,1
289.0,Ingenious Film Partners,1979,Fantastic 4: Rise of the Silver Surfer,0
306.0,Twentieth Century Fox Film Corporation,1979,Fantastic 4: Rise of the Silver Surfer,1
289.0,Ingenious Film Partners,87827,Life of Pi,0
290.0,Ingenious Media,87827,Life of Pi,1
441.0,Columbia Pictures Corporation,1250,Ghost Rider,0
7295.0,Relativity Media,1250,Ghost Rider,1
862.0,The Kennedy/Marshall Company,324668,Jason Bourne,0
25716.0,Captivate Entertainment,324668,Jason Bourne,1
5.0,Columbia Pictures,9471,Charlie's Angels: Full Throttle,0
4022.0,Wonderland Sound and Vision,9471,Charlie's Angels: Full Throttle,1
306.0,Twentieth Century Fox Film Corporation,70981,Prometheus,0
444.0,Dune Entertainment,70981,Prometheus,1
5.0,Columbia Pictures,10996,Stuart Little 2,0
5752.0,Sony Pictures Entertainment,10996,Stuart Little 2,1
559.0,TriStar Pictures,68724,Elysium,0
2531.0,Media Rights Capital,68724,Elysium,1
7154.0,One Race Films,2789,The Chronicles of Riddick,0
14718.0,Radar Pictures,2789,The Chronicles of Riddick,1
5.0,Columbia Pictures,97020,RoboCop,0
655.0,Strike Entertainment,97020,RoboCop,1
79.0,Village Roadshow Pictures,7459,Speed Racer,0
264.0,Studio Babelsberg,7459,Speed Racer,1
5.0,Columbia Pictures,42888,How Do You Know,0
18.0,Gracie Films,42888,How Do You Know,1
84.0,Tree Line Films,37834,Knight and Day,0
306.0,Twentieth Century Fox Film Corporation,37834,Knight and Day,1
33.0,Universal Pictures,75612,Oblivion,0
7076.0,Chernin Entertainment,75612,Oblivion,1
1.0,Lucasfilm,1895,Star Wars: Episode III - Revenge of the Sith,0
1.0,Lucasfilm,1894,Star Wars: Episode II - Attack of the Clones,0
2.0,Walt Disney Pictures,585,"Monsters, Inc.",0
3.0,Pixar Animation Studios,585,"Monsters, Inc.",1
306.0,Twentieth Century Fox Film Corporation,76170,The Wolverine,0
431.0,Donners' Company,76170,The Wolverine,1
1.0,Lucasfilm,1893,Star Wars: Episode I - The Phantom Menace,0
521.0,DreamWorks Animation,49519,The Croods,0
47.0,Constantin Film,2395,Asterix at the Olympic Games,0
356.0,TF1 Films Productions,2395,Asterix at the Olympic Games,1
2812.0,Lion Rock Productions,12100,Windtalkers,0
8411.0,Metro-Goldwyn-Mayer (MGM),12100,Windtalkers,1
33.0,Universal Pictures,290595,The Huntsman: Winter's War,0
10338.0,Perfect World Pictures,290595,The Huntsman: Winter's War,1
4.0,Paramount Pictures,98566,Teenage Mutant Ninja Turtles,0
2348.0,Nickelodeon Movies,98566,Teenage Mutant Ninja Turtles,1
6194.0,Warner Bros.,49047,Gravity,0
7364.0,Heyday Films,49047,Gravity,1
33.0,Universal Pictures,9619,Dante's Peak,0
1280.0,Pacific Western,9619,Dante's Peak,1
4.0,Paramount Pictures,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,0
2348.0,Nickelodeon Movies,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,1
306.0,Twentieth Century Fox Film Corporation,166424,Fantastic Four,0
5374.0,Marv Films,166424,Fantastic Four,1
289.0,Ingenious Film Partners,1593,Night at the Museum,0
306.0,Twentieth Century Fox Film Corporation,1593,Night at the Museum,1
12.0,New Line Cinema,254128,San Andreas,0
79.0,Village Roadshow Pictures,254128,San Andreas,1
7576.0,Eon Productions,714,Tomorrow Never Dies,0
347.0,Centropolis Entertainment,2024,The Patriot,0
441.0,Columbia Pictures Corporation,2024,The Patriot,1
79.0,Village Roadshow Pictures,163,Ocean's Twelve,0
129.0,Section Eight,163,Ocean's Twelve,1
433.0,Weed Road Pictures,787,Mr. & Mrs. Smith,0
491.0,Summit Entertainment,787,Mr. & Mrs. Smith,1
491.0,Summit Entertainment,262500,Insurgent,0
10227.0,Mandeville Films,262500,Insurgent,1
14.0,Miramax Films,2567,The Aviator,0
562.0,Appian Way,2567,The Aviator,1
306.0,Twentieth Century Fox Film Corporation,38745,Gulliver's Travels,0
444.0,Dune Entertainment,38745,Gulliver's Travels,1
333.0,Original Film,40805,The Green Hornet,0
5752.0,Sony Pictures Entertainment,40805,The Green Hornet,1
923.0,Legendary Pictures,53182,300: Rise of an Empire,0
2994.0,Hollywood Gang Productions,53182,300: Rise of an Empire,1
5.0,Columbia Pictures,41513,The Smurfs,0
2251.0,Sony Pictures Animation,41513,The Smurfs,1
2.0,Walt Disney Pictures,13700,Home on the Range,0
491.0,Summit Entertainment,262504,Allegiant,0
1632.0,Lionsgate,262504,Allegiant,1
27.0,DreamWorks SKG,39254,Real Steel,0
