language,cast_0,director,genre_0,company_0,country,cast_num,crew_num
0,20,89,0,4,0,2,3
0,98,76,1,7,1,0,2
0,16,109,1,15,0,1,3
0,60,110,1,41,0,2,3
0,111,83,3,19,10,1,2
0,112,111,4,15,0,2,2
0,113,37,1,1,13,0,3
0,36,112,11,44,6,0,3
0,30,113,3,22,0,0,1
0,1,1,3,9,0,0,1
0,114,79,7,22,0,0,0
0,115,114,0,15,7,1,3
0,92,115,1,22,0,1,1
0,116,116,4,4,0,2,3
0,77,69,1,45,0,2,3
0,117,117,2,18,0,0,3
0,55,37,1,9,0,1,3
0,118,26,1,46,0,0,3
0,119,73,0,47,0,1,2
0,61,118,0,2,0,1,1
0,16,119,5,9,0,0,3
0,120,37,1,9,4,0,3
0,8,120,1,48,1,2,3
0,121,34,5,49,10,1,3
0,122,92,4,2,0,0,3
0,123,121,3,1,0,0,2
0,84,80,1,18,1,1,3
0,124,122,3,22,0,0,1
0,8,123,1,48,1,2,3
0,125,124,2,15,0,1,3
0,1,1,1,1,0,2,3
0,77,69,4,45,0,2,3
0,31,84,6,2,0,0,3
0,126,125,3,50,0,0,2
0,127,10,1,18,0,1,2
0,32,40,0,15,0,1,3
0,7,126,1,19,0,1,3
0,0,111,1,51,0,1,3
0,71,127,0,52,0,0,2
0,119,128,1,53,0,0,3
0,128,129,0,15,0,1,3
0,129,130,0,54,1,0,3
0,103,84,7,12,7,0,2
0,57,41,0,55,0,1,3
0,55,131,1,9,7,0,3
0,129,71,5,5,0,1,1
0,130,132,1,0,7,0,2
0,131,105,1,0,0,0,2
0,78,133,6,46,0,0,3
0,115,114,0,56,1,3,3
0,132,31,0,2,0,0,1
0,133,17,4,18,1,1,3
0,134,96,7,2,0,0,1
0,115,134,4,52,0,0,3
0,32,135,0,57,0,0,3
0,135,136,0,2,6,0,2
0,136,43,0,19,10,1,2
0,137,137,8,2,0,0,2
0,55,138,0,58,0,0,3
0,55,27,0,15,0,0,2
0,138,139,4,20,0,2,1
0,138,139,1,20,0,1,2
0,139,44,3,1,0,2,3
0,23,138,0,18,1,0,3
0,140,139,1,20,0,2,1
0,78,63,1,22,0,0,1
2,141,140,2,59,14,1,2
0,78,131,5,60,0,0,3
0,86,141,0,15,0,1,0
0,142,87,4,9,0,1,3
0,143,120,4,5,1,0,3
0,98,142,0,15,0,0,3
0,142,143,2,9,5,1,1
0,144,144,0,18,0,1,3
0,84,80,0,0,0,0,2
0,109,145,0,13,6,1,3
0,98,146,1,7,1,1,2
0,107,41,5,61,7,0,3
0,129,147,6,19,0,1,3
0,61,51,0,62,0,0,2
0,145,124,1,41,0,0,3
0,36,47,5,63,0,2,3
0,92,148,8,18,0,0,2
0,51,149,0,64,0,0,1
0,146,150,0,3,0,1,3
0,147,151,3,2,0,1,2
0,148,152,3,1,0,0,3
0,145,124,1,41,0,1,3
0,23,80,0,31,13,3,3
0,147,151,2,2,0,1,1
0,143,153,0,18,0,0,3
0,149,81,4,41,0,0,3
0,100,154,0,0,1,0,3
0,111,15,1,11,4,1,2
0,150,155,0,14,7,1,3
0,13,156,5,46,0,2,2
0,65,157,8,12,0,0,1
0,13,103,0,18,0,0,3
0,151,17,5,14,7,0,3
0,134,96,3,46,7,0,1
0,152,158,12,1,0,0,3
0,115,17,5,18,0,2,3
0,138,26,0,31,0,1,3
0,153,159,8,13,15,0,0
0,78,160,0,33,0,0,3
0,16,17,0,31,1,1,3
0,55,37,0,31,0,0,3
0,8,123,1,48,7,2,3
0,2,29,1,7,11,3,3
0,26,23,6,18,0,0,2
0,71,0,0,65,9,1,3
0,3,156,9,15,0,1,3
0,154,17,5,12,1,3,3
0,71,0,0,18,0,0,2
0,154,161,6,2,0,0,2
0,155,162,8,9,0,0,1
0,124,163,0,2,0,1,1
0,71,164,0,66,6,0,3
0,156,165,5,2,0,3,3
0,157,166,5,1,0,0,3
0,158,167,1,1,0,0,2
0,159,168,0,67,0,0,3
0,78,70,1,1,0,1,3
0,160,169,2,0,1,0,2
0,161,170,7,19,0,0,1
0,162,171,3,50,0,1,2
0,1,172,0,2,1,1,2
0,71,173,0,68,0,0,3
0,36,101,5,69,7,0,3
0,36,47,13,9,0,3,3
0,163,130,0,5,1,0,2
0,164,127,1,52,0,0,3
0,31,174,5,70,7,1,3
0,165,9,3,19,10,0,1
0,166,175,0,19,0,2,3
0,109,24,0,9,0,1,3
0,167,158,1,1,0,1,3
0,124,176,1,15,0,0,2
0,159,177,0,71,9,1,3
0,168,178,0,14,7,0,3
0,169,179,2,13,7,0,1
0,86,84,6,12,0,1,3
0,170,180,0,19,10,0,1
0,115,114,10,15,12,3,3
0,171,181,3,50,0,0,1
0,172,182,13,72,0,0,2
0,53,53,1,15,0,0,1
0,36,47,5,63,0,1,3
3,3,183,5,73,5,0,3
0,25,184,3,2,0,0,2
0,121,185,0,9,0,0,2
0,63,17,0,33,1,1,3
0,124,186,8,74,0,0,1
0,100,187,1,2,9,3,3
0,173,188,8,13,0,1,1
0,174,189,1,31,0,0,3
0,175,181,3,50,0,1,1
0,176,85,12,1,1,3,3
0,177,15,2,11,1,0,2
0,178,4,3,21,0,0,3
0,111,15,1,11,4,1,2
0,111,15,1,11,4,1,3
0,125,190,1,3,5,1,3
0,61,168,1,9,0,0,3
0,1,191,6,75,5,1,3
0,179,89,1,16,0,0,3
0,27,192,6,0,0,1,3
0,180,193,1,9,0,0,3
0,100,194,0,24,0,0,3
0,57,195,11,12,0,0,3
0,181,60,0,1,0,1,3
0,182,196,0,76,9,1,1
0,183,123,1,0,6,3,3
0,101,14,0,10,0,0,3
0,31,28,3,21,0,0,3
0,154,161,0,18,0,0,2
0,43,24,0,13,0,0,1
0,39,42,5,31,0,0,3
0,184,197,3,2,0,1,2
0,185,125,3,50,0,1,0
0,84,198,1,13,0,0,2
0,132,31,0,2,0,0,3
0,36,47,5,77,16,2,3
0,170,199,3,1,0,0,2
0,84,198,0,31,0,2,3
0,2,67,6,2,17,2,3
0,100,128,0,18,0,0,3
0,7,126,0,19,7,2,2
0,186,200,5,9,0,0,0
0,134,166,3,1,0,0,3
0,187,201,1,44,0,1,1
0,55,10,5,78,7,1,2
0,188,202,8,2,0,3,3
0,188,123,0,2,0,2,3
0,189,37,5,31,0,0,3
0,170,96,6,1,0,1,1
0,190,42,5,5,0,3,3
0,191,127,0,46,7,0,1
0,121,203,13,15,9,0,3
0,183,204,1,48,0,0,2
0,61,153,0,9,0,0,1
0,126,106,0,41,6,3,3
0,163,118,6,9,0,1,2
0,192,161,0,15,1,0,2
0,193,205,4,79,0,0,3
0,126,125,3,50,0,0,1
0,194,123,8,80,7,0,1
0,101,206,4,18,0,0,1
0,39,207,13,2,0,0,3
0,39,208,5,9,6,1,1
0,71,209,1,15,0,0,3
0,16,84,12,63,0,2,3
0,195,210,2,81,1,0,0
0,125,211,5,15,0,0,3
0,196,153,0,15,0,0,3
0,31,42,1,31,0,0,1
0,111,83,3,82,10,0,3
0,115,114,0,15,7,1,3
0,39,71,0,46,7,1,3
0,129,147,6,19,0,0,3
0,197,212,1,83,0,0,2
0,188,213,3,2,0,0,1
0,198,214,8,1,0,0,2
0,154,215,0,15,0,0,2
0,199,214,8,1,0,0,1
0,84,24,0,15,0,2,2
0,132,216,8,2,1,0,1
0,13,161,0,33,0,1,2
0,200,216,8,15,0,1,1
0,129,147,13,19,0,1,3
0,118,217,1,84,0,0,1
0,145,218,1,41,0,0,3
0,201,219,10,9,18,0,3
0,109,20,1,2,0,0,3
0,71,128,1,46,0,0,3
0,202,13,5,31,0,0,1
0,203,40,0,15,8,2,3
0,49,220,5,2,0,1,2
0,33,221,2,15,0,0,3
0,71,222,0,85,0,0,3
0,204,223,5,18,0,0,1
0,205,224,1,86,0,1,3
0,206,225,0,15,0,1,0
0,207,226,0,9,0,2,3
0,170,227,2,12,0,0,1
0,208,151,14,87,0,0,3
0,209,228,0,88,19,0,3
0,188,155,8,64,0,0,1
0,210,229,15,5,0,0,1
0,211,145,8,19,0,0,1
0,212,51,1,32,6,0,3
0,213,36,1,15,7,0,1
0,37,67,13,9,0,1,3
0,71,146,4,89,0,0,3
0,103,50,2,15,0,0,3
0,159,230,6,90,0,0,3
0,55,205,1,9,0,1,3
0,77,211,4,45,0,1,3
0,214,231,8,3,0,0,0
0,215,23,0,54,1,0,1
0,100,232,8,36,0,0,1
0,216,63,3,1,0,0,3
0,205,233,8,9,7,1,2
0,217,234,0,9,0,1,3
0,100,100,0,6,6,2,1
0,188,227,8,9,0,1,2
0,187,59,8,91,0,0,1
0,188,202,8,2,0,2,3
0,54,227,0,19,6,0,1
0,218,216,5,46,0,0,0
0,36,47,5,9,0,1,2
0,219,235,8,13,0,1,2
0,194,171,3,50,0,0,3
0,88,131,0,9,0,0,3
0,188,236,2,1,0,2,0
0,31,2,6,31,0,1,3
0,188,202,12,2,0,0,3
0,78,168,0,33,0,1,3
0,25,237,14,31,0,0,3
0,201,238,5,63,0,0,3
0,154,239,0,75,0,1,3
0,194,240,8,1,0,0,1
0,140,153,15,47,0,0,3
0,220,241,3,92,0,1,3
0,172,80,0,2,0,0,2
0,64,242,5,18,6,0,3
0,107,104,0,43,0,0,3
0,33,49,10,2,1,0,3
0,39,243,0,93,0,2,3
0,221,244,8,17,0,0,0
0,115,245,11,31,0,0,2
0,222,155,8,2,0,0,0
0,45,246,1,13,0,0,3
0,154,247,5,9,0,1,3
0,223,248,12,94,0,0,0
0,188,213,3,2,0,0,1
0,172,249,3,1,0,0,3
0,224,93,4,31,0,1,2
0,225,180,0,1,0,0,2
0,88,160,0,19,10,2,1
0,119,29,0,10,20,0,2
0,194,250,5,54,4,0,1
0,188,251,8,13,0,0,1
0,226,252,1,95,3,0,3
0,218,23,8,96,0,0,2
2,227,253,14,97,14,0,2
0,228,97,0,98,0,0,0
0,100,64,0,53,0,1,2
0,56,142,5,13,0,0,3
0,159,48,0,15,0,0,3
0,229,220,3,99,10,0,1
0,88,254,0,100,0,0,1
0,53,255,3,101,7,2,3
0,230,13,5,95,11,0,0
0,75,104,0,9,0,0,3
0,56,256,5,102,0,1,1
0,231,83,1,82,10,0,1
0,32,107,2,41,0,0,3
0,163,257,6,19,10,0,3
0,180,187,1,103,9,1,2
0,98,258,16,104,9,0,2
0,232,173,6,105,3,0,2
0,233,212,0,83,6,1,3
4,234,259,8,106,13,0,0
0,16,84,5,12,0,1,3
0,235,260,7,1,0,1,3
0,109,145,1,13,0,0,3
0,184,261,3,2,0,0,2
0,236,24,13,15,7,0,1
0,237,89,11,107,0,0,3
0,188,202,8,2,0,0,1
0,75,262,0,108,0,1,3
0,125,115,1,109,9,0,0
0,121,263,4,19,0,0,2
0,238,264,0,15,7,0,1
0,239,265,3,15,0,1,3
0,240,266,2,18,3,1,3
0,54,267,3,15,0,1,2
0,13,41,0,18,0,2,3
0,241,37,1,15,0,0,3
0,84,79,7,31,0,0,3
0,242,120,5,15,1,2,3
0,127,10,1,18,0,0,2
0,61,200,0,15,7,0,2
0,240,26,0,110,0,1,2
0,185,125,3,50,0,1,1
0,188,227,8,46,0,2,3
0,88,236,7,13,1,3,2
0,243,196,15,111,0,1,1
0,244,268,0,1,0,0,0
0,126,111,6,41,0,0,3
0,188,202,8,2,0,0,0
0,31,37,8,31,0,0,3
0,245,204,8,31,0,0,0
0,246,29,0,46,4,0,2
0,31,269,8,15,0,0,1
0,13,270,3,31,0,0,3
0,156,110,5,9,0,0,3
0,88,271,8,112,0,2,2
0,108,37,5,31,6,0,2
0,100,272,0,2,0,1,3
0,247,273,0,113,0,1,3
0,11,126,8,114,0,1,3
0,188,137,8,115,0,0,3
0,248,274,3,2,0,0,3
0,100,275,0,116,0,0,3
0,240,276,0,46,0,0,1
0,190,277,5,91,21,1,1
0,249,224,2,117,0,1,2
0,100,278,14,63,7,0,2
0,115,279,3,18,0,0,3
0,39,280,0,2,0,1,1
0,79,212,0,83,0,0,3
0,250,281,0,118,0,0,1
0,53,282,1,18,0,3,2
0,57,194,0,18,0,0,3
0,100,92,4,119,0,1,3
0,143,283,7,15,0,0,1
0,251,9,0,3,0,1,3
0,78,205,13,9,6,0,3
0,252,275,4,120,0,0,3
0,253,284,7,2,22,1,0
0,72,277,12,17,0,0,2
0,188,285,8,2,0,3,3
0,156,20,6,15,7,0,2
0,124,163,8,2,0,0,1
0,170,286,8,18,0,1,3
0,107,287,0,121,0,2,3
0,156,2,5,15,7,0,1
0,254,288,3,115,0,0,3
0,103,289,5,19,0,0,2
0,255,196,0,105,10,0,1
0,256,219,1,122,9,0,1
0,257,92,5,123,0,0,3
0,170,290,8,18,0,0,1
0,107,92,5,124,0,0,3
0,65,12,1,31,0,1,3
0,29,28,3,1,0,1,3
0,205,291,8,9,0,0,2
0,32,48,0,2,0,0,3
0,258,292,3,9,0,2,3
0,107,84,0,53,0,1,1
0,33,165,5,15,7,2,3
0,194,37,1,10,0,1,2
0,100,196,0,18,0,1,3
0,259,293,0,64,0,0,3
0,55,294,5,9,0,0,1
0,260,92,5,3,0,0,3
0,261,212,1,83,6,1,3
0,6,290,8,44,0,0,1
0,107,295,0,121,7,2,3
0,262,272,0,67,0,0,2
0,127,296,4,9,0,0,2
0,207,87,0,2,0,2,3
0,138,23,1,2,0,1,3
0,218,269,2,2,0,0,3
0,263,37,5,31,0,1,3
0,115,297,10,2,7,0,2
0,264,0,1,18,0,0,3
0,265,77,5,18,0,0,0
0,266,298,15,15,0,0,3
0,154,101,5,18,0,0,3
0,267,68,1,9,23,1,3
0,33,219,1,52,0,0,1
0,222,84,8,12,0,3,3
0,236,130,0,33,0,0,2
0,109,299,1,125,3,0,3
0,170,290,0,46,0,0,1
0,268,300,2,126,0,1,3
0,269,236,8,13,0,3,1
0,100,301,5,85,0,0,2
0,270,302,0,127,10,0,2
0,271,128,0,87,7,3,1
0,119,303,0,105,7,0,1
0,272,304,6,9,24,0,3
0,273,305,1,128,0,0,3
0,274,306,3,129,13,0,2
0,86,156,13,15,0,0,3
0,201,307,14,9,1,0,3
0,275,308,13,130,7,1,1
0,159,309,0,41,0,1,3
0,276,196,0,90,0,0,3
0,9,310,6,9,0,0,3
0,60,311,1,41,0,1,3
0,155,185,0,9,7,0,1
0,54,267,3,15,0,1,2
0,277,312,0,2,0,0,3
0,26,313,8,15,0,3,3
0,177,314,1,131,12,2,3
0,84,315,1,15,0,1,1
0,29,305,8,13,0,0,3
0,278,156,5,79,0,2,3
0,34,316,0,1,0,0,3
0,36,17,0,40,0,0,3
0,54,186,8,9,0,0,0
0,279,200,0,18,0,1,2
0,240,226,12,132,1,0,3
0,280,317,14,18,6,1,3
0,281,318,0,0,1,0,1
0,31,37,5,9,0,1,3
0,282,319,0,31,25,1,3
0,196,216,8,9,0,3,3
0,185,171,3,18,0,0,3
0,272,320,5,19,0,0,3
0,283,37,9,47,13,2,2
0,64,43,0,19,10,1,3
0,31,84,5,12,0,1,3
0,284,321,2,1,0,0,3
0,23,322,5,15,1,3,3
0,31,323,8,5,0,0,2
0,124,163,8,2,0,0,2
0,119,29,0,10,0,0,1
0,7,231,8,3,0,0,3
0,285,324,5,3,0,3,3
0,286,325,0,19,0,0,2
0,159,196,0,52,9,0,2
0,88,131,0,18,0,0,3
0,100,70,2,1,0,2,2
0,78,77,5,9,0,0,2
0,205,35,5,2,0,0,2
0,287,326,8,9,0,0,1
0,55,327,14,133,1,0,2
0,288,328,8,2,0,1,3
0,13,329,12,134,0,1,3
0,137,31,0,32,0,1,3
0,277,330,4,13,0,0,3
0,289,209,0,78,0,0,1
0,88,269,8,15,9,0,0
0,197,212,0,71,6,1,2
0,270,212,0,15,1,0,3
0,182,196,13,13,0,0,1
0,290,331,0,135,0,0,1
0,291,46,7,46,0,0,2
0,112,67,5,44,7,3,3
0,72,31,5,3,0,0,1
0,100,332,0,52,0,0,1
0,88,323,0,9,9,0,0
0,207,333,15,126,0,0,3
0,292,334,13,136,3,1,1
0,293,317,0,18,6,0,3
0,249,335,13,63,0,2,3
0,39,203,5,2,0,0,1
0,294,336,1,15,23,1,3
0,295,174,13,71,12,0,2
0,65,186,8,13,0,3,3
0,78,94,3,95,16,0,1
0,179,37,1,15,0,1,3
0,56,320,5,102,0,0,2
0,39,118,0,9,0,0,1
3,150,337,0,137,16,1,1
0,296,338,8,138,0,0,3
0,72,64,0,15,9,0,2
0,265,339,8,2,0,0,0
0,65,340,8,9,0,0,3
0,79,341,0,100,0,0,1
0,259,165,13,112,0,0,3
0,124,342,0,47,0,1,2
0,297,343,3,15,1,0,2
0,262,9,0,30,0,3,3
0,84,186,8,31,0,0,3
0,29,344,8,139,0,1,3
0,31,289,2,135,0,1,3
0,284,201,0,140,0,0,1
0,298,167,3,1,0,0,3
0,9,67,14,18,0,2,3
0,115,51,0,15,0,2,3
0,98,29,1,78,1,0,3
0,88,168,13,9,7,0,2
0,103,109,8,9,0,1,2
0,163,93,1,31,0,0,2
0,170,286,8,2,0,2,2
0,154,336,0,16,0,1,3
0,241,179,8,19,0,0,1
0,26,271,0,17,1,0,3
0,143,345,12,19,10,1,0
0,299,79,1,31,0,0,3
0,219,346,8,15,0,0,0
0,55,161,1,9,0,0,3
0,172,236,8,18,0,0,1
0,300,347,0,141,0,1,3
0,205,348,5,2,0,0,1
0,78,24,8,15,0,0,1
0,100,124,0,6,0,1,1
0,278,77,5,142,0,2,3
0,192,349,5,143,0,0,2
0,55,156,5,9,0,0,3
0,109,164,0,15,0,0,2
0,301,350,5,107,0,0,3
0,55,88,13,9,0,1,3
0,302,196,0,19,10,0,3
0,303,351,17,2,0,0,0
0,115,147,5,112,0,0,3
0,304,352,8,135,10,0,2
0,305,282,3,144,0,0,3
0,26,92,6,79,0,0,2
0,154,161,0,44,1,0,3
0,284,353,8,1,0,0,2
0,84,231,8,62,0,3,3
0,71,354,7,18,0,0,1
0,213,36,2,138,0,0,3
0,88,355,5,9,0,0,1
0,306,356,7,144,0,0,3
0,100,308,0,15,0,2,3
0,9,131,0,9,6,1,3
0,192,357,5,145,0,0,0
0,244,358,1,146,1,0,3
0,150,359,6,31,0,0,3
0,307,360,0,44,0,0,2
0,34,85,0,9,26,1,2
0,77,361,5,91,0,2,3
0,262,362,0,90,27,1,3
0,308,363,4,18,0,1,3
0,26,272,0,9,0,0,1
0,52,364,3,147,0,0,3
0,143,365,5,19,0,0,3
0,21,197,1,19,0,1,3
0,143,366,0,19,0,0,1
0,3,317,1,51,18,0,3
0,309,367,13,19,0,1,3
0,92,368,8,2,0,0,1
0,272,325,5,79,0,1,3
0,16,369,0,15,9,0,2
0,242,129,12,15,7,1,0
0,310,370,8,1,0,0,0
0,265,293,0,18,0,0,2
0,109,371,4,52,12,0,1
0,127,372,4,9,0,0,2
0,129,373,13,12,0,1,3
0,286,374,5,148,0,1,2
0,107,29,13,149,1,0,3
0,311,173,15,9,7,1,3
0,155,368,8,19,10,0,1
0,155,357,0,150,0,1,0
0,100,375,0,12,0,1,3
0,7,95,5,47,0,0,2
0,115,349,2,31,0,0,3
0,312,294,5,2,0,1,1
0,313,343,3,18,1,0,1
0,314,97,0,64,0,0,3
0,315,376,0,151,0,0,3
0,33,117,7,22,0,0,2
0,316,212,15,9,1,0,3
0,56,50,5,15,7,0,3
0,63,205,5,15,9,0,3
0,27,377,0,0,1,0,3
0,192,378,0,31,0,0,1
0,317,379,15,78,28,0,3
0,82,380,5,19,0,1,1
0,318,381,0,152,0,0,1
0,170,353,8,18,0,0,3
0,319,382,5,77,0,0,3
0,72,84,8,12,0,2,1
0,53,383,1,13,7,0,2
0,320,384,0,6,0,0,2
0,1,385,8,45,0,0,3
0,270,386,1,153,6,0,2
0,61,29,5,154,7,2,2
3,321,387,0,155,16,0,0
0,322,388,0,156,0,2,3
0,30,389,0,18,0,1,3
0,170,390,5,93,0,0,0
0,214,325,10,19,0,3,3
0,92,148,1,2,10,2,2
0,137,193,8,31,0,1,3
0,323,354,4,15,0,0,2
0,159,391,0,52,0,0,2
0,129,297,8,15,7,0,2
0,188,155,8,157,0,2,1
0,324,345,8,2,0,0,1
0,29,80,8,18,0,3,2
0,197,212,0,83,7,0,3
0,325,392,5,20,0,0,3
0,64,331,5,44,7,1,3
0,188,393,8,2,0,1,0
0,57,48,2,15,0,0,2
0,98,24,0,13,0,1,2
0,78,394,0,2,29,0,3
0,78,395,5,63,1,0,1
0,32,236,0,1,6,3,1
0,109,396,1,158,0,1,3
0,31,42,8,9,0,2,3
0,187,343,8,32,0,0,2
0,84,186,8,31,0,0,3
0,326,397,1,1,0,0,2
0,327,104,0,5,1,3,2
0,170,50,2,12,0,0,1
0,13,277,8,46,0,0,0
0,53,398,1,1,0,1,1
0,328,399,8,15,0,0,3
0,31,114,0,2,0,0,3
0,329,80,8,18,0,1,2
0,330,176,2,15,0,1,2
0,154,272,6,2,0,1,3
0,331,400,8,159,0,0,3
0,154,161,0,110,0,0,2
0,13,401,5,46,0,1,3
0,190,124,6,12,0,0,1
0,265,275,5,5,0,0,0
0,78,176,5,87,0,0,1
0,332,165,0,63,0,1,3
0,172,185,8,15,0,1,3
0,332,165,0,63,0,1,3
0,159,210,0,5,0,0,0
0,200,42,2,15,0,0,0
0,150,402,1,79,16,0,1
0,79,372,0,43,0,0,2
0,103,193,8,18,0,0,1
0,150,96,0,107,5,0,2
0,29,403,3,160,0,0,1
0,308,67,4,18,1,1,3
0,333,404,9,110,0,0,1
0,155,405,0,78,9,1,3
0,265,246,1,161,7,0,1
0,121,406,7,95,1,2,0
0,84,407,8,0,0,0,1
0,101,408,5,126,0,0,3
0,236,70,5,79,0,1,3
0,115,305,8,18,0,1,1
0,124,409,8,13,0,0,0
0,324,410,3,2,1,0,3
0,61,325,13,12,0,2,2
0,64,222,0,18,0,3,2
0,155,161,5,52,0,0,2
0,262,130,6,162,1,0,2
0,76,411,5,15,1,0,3
0,225,412,0,9,0,2,2
0,334,413,5,163,0,0,3
0,335,414,0,158,0,1,2
0,170,232,8,9,0,0,1
0,336,72,8,164,0,2,0
0,337,296,0,165,1,1,2
0,338,415,5,69,0,1,2
2,339,363,5,166,9,2,0
0,340,327,5,167,1,0,1
0,159,416,0,15,0,0,1
0,277,36,2,13,7,1,3
0,13,401,5,2,0,0,2
0,159,379,0,168,28,0,3
0,278,417,13,9,11,1,2
0,151,294,8,9,0,0,0
0,312,19,8,15,0,0,3
0,341,418,0,5,1,2,3
