code,name,movie_id,title
AU,Australia,79698,The Lovers
US,United States of America,64686,47 Ronin
US,United States of America,100402,Captain America: The Winter Soldier
US,United States of America,10192,Shrek Forever After
US,United States of America,158852,Tomorrowland
US,United States of America,177572,Big Hero 6
US,United States of America,82690,Wreck-It Ralph
US,United States of America,5255,The Polar Express
US,United States of America,47933,Independence Day: Resurgence
US,United States of America,10191,How to Train Your Dragon
DE,Germany,296,Terminator 3: Rise of the Machines
GB,United Kingdom,118340,Guardians of the Galaxy
CA,Canada,157336,Interstellar
GB,United Kingdom,27205,Inception
JP,Japan,315011,Shin Godzilla
NZ,New Zealand,49051,The Hobbit: An Unexpected Journey
DE,Germany,9799,The Fast and the Furious
US,United States of America,4922,The Curious Case of Benjamin Button
US,United States of America,49538,X-Men: First Class
DE,Germany,131634,The Hunger Games: Mockingjay - Part 2
US,United States of America,27022,The Sorcerer's Apprentice
US,United States of America,503,Poseidon
GB,United Kingdom,241259,Alice Through the Looking Glass
US,United States of America,810,Shrek the Third
CA,Canada,68735,Warcraft
US,United States of America,87101,Terminator Genisys
US,United States of America,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader
US,United States of America,676,Pearl Harbor
US,United States of America,1858,Transformers
FR,France,1966,Alexander
GB,United Kingdom,675,Harry Potter and the Order of the Phoenix
GB,United Kingdom,674,Harry Potter and the Goblet of Fire
US,United States of America,8960,Hancock
US,United States of America,6479,I Am Legend
AU,Australia,118,Charlie and the Chocolate Factory
US,United States of America,2062,Ratatouille
GB,United Kingdom,272,Batman Begins
US,United States of America,10527,Madagascar: Escape 2 Africa
US,United States of America,18360,Night at the Museum: Battle of the Smithsonian
US,United States of America,2080,X-Men Origins: Wolverine
US,United States of America,605,The Matrix Revolutions
US,United States of America,109445,Frozen
AU,Australia,604,The Matrix Reloaded
US,United States of America,76338,Thor: The Dark World
AU,Australia,76341,Mad Max: Fury Road
IT,Italy,13448,Angels & Demons
US,United States of America,10195,Thor
US,United States of America,13053,Bolt
US,United States of America,19585,G-Force
ES,Spain,57165,Wrath of the Titans
AU,Australia,62213,Dark Shadows
CN,China,177677,Mission: Impossible - Rogue Nation
US,United States of America,7978,The Wolfman
US,United States of America,5559,Bee Movie
US,United States of America,49444,Kung Fu Panda 2
US,United States of America,10196,The Last Airbender
CN,China,956,Mission: Impossible III
US,United States of America,117251,White House Down
US,United States of America,50321,Mars Needs Moms
GB,United Kingdom,11619,Flushed Away
US,United States of America,266647,Pan
US,United States of America,82703,Mr. Peabody & Sherman
US,United States of America,652,Troy
US,United States of America,80321,Madagascar 3: Europe's Most Wanted
GB,United Kingdom,36669,Die Another Day
US,United States of America,43074,Ghostbusters
US,United States of America,95,Armageddon
US,United States of America,608,Men in Black II
US,United States of America,2310,Beowulf
CN,China,140300,Kung Fu Panda 3
CZ,Czech Republic,56292,Mission: Impossible - Ghost Protocol
US,United States of America,81188,Rise of the Guardians
US,United States of America,7552,Fun with Dick and Jane
JP,Japan,616,The Last Samurai
ES,Spain,147441,Exodus: Gods and Kings
DE,Germany,13475,Star Trek
US,United States of America,557,Spider-Man
US,United States of America,82702,How to Train Your Dragon 2
AU,Australia,205584,Gods of Egypt
US,United States of America,10048,Stealth
US,United States of America,13183,Watchmen
US,United States of America,944,Lethal Weapon 4
US,United States of America,1927,Hulk
US,United States of America,72559,G.I. Joe: Retaliation
DE,Germany,7364,Sahara
JP,Japan,2114,Final Fantasy: The Spirits Within
US,United States of America,1771,Captain America: The First Avenger
GB,United Kingdom,36643,The World Is Not Enough
US,United States of America,8619,Master and Commander: The Far Side of the World
US,United States of America,50620,The Twilight Saga: Breaking Dawn - Part 2
AU,Australia,65759,Happy Feet Two
US,United States of America,1724,The Incredible Hulk
IN,India,267935,The BFG
CA,Canada,281957,The Revenant
US,United States of America,77950,Turbo
US,United States of America,44896,Rango
US,United States of America,270946,Penguins of Madagascar
DE,Germany,2503,The Bourne Ultimatum
US,United States of America,9502,Kung Fu Panda
US,United States of America,102899,Ant-Man
US,United States of America,101299,The Hunger Games: Catching Fire
US,United States of America,228161,Home
US,United States of America,74,War of the Worlds
US,United States of America,8961,Bad Boys II
US,United States of America,417859,Puss in Boots
US,United States of America,27576,Salt
US,United States of America,86834,Noah
NZ,New Zealand,17578,The Adventures of Tintin
GB,United Kingdom,673,Harry Potter and the Prisoner of Azkaban
AU,Australia,6972,Australia
US,United States of America,82700,After Earth
US,United States of America,10567,Dinosaur
GB,United Kingdom,181533,Night at the Museum: Secret of the Tomb
US,United States of America,38055,Megamind
GB,United Kingdom,671,Harry Potter and the Philosopher's Stone
US,United States of America,49524,R.I.P.D.
US,United States of America,22,Pirates of the Caribbean: The Curse of the Black Pearl
US,United States of America,131631,The Hunger Games: Mockingjay - Part 1
US,United States of America,591,The Da Vinci Code
US,United States of America,172385,Rio 2
US,United States of America,36658,X2
US,United States of America,51497,Fast Five
US,United States of America,58574,Sherlock Holmes: A Game of Shadows
US,United States of America,18823,Clash of the Titans
US,United States of America,861,Total Recall
US,United States of America,1911,The 13th Warrior
US,United States of America,49040,The Bourne Legacy
GB,United Kingdom,415,Batman & Robin
DE,Germany,8871,How the Grinch Stole Christmas
US,United States of America,435,The Day After Tomorrow
DE,Germany,955,Mission: Impossible II
US,United States of America,2133,The Perfect Storm
DE,Germany,1979,Fantastic 4: Rise of the Silver Surfer
US,United States of America,87827,Life of Pi
US,United States of America,1250,Ghost Rider
GB,United Kingdom,324668,Jason Bourne
US,United States of America,9471,Charlie's Angels: Full Throttle
GB,United Kingdom,70981,Prometheus
US,United States of America,10996,Stuart Little 2
US,United States of America,68724,Elysium
US,United States of America,2789,The Chronicles of Riddick
CA,Canada,97020,RoboCop
AU,Australia,7459,Speed Racer
US,United States of America,42888,How Do You Know
US,United States of America,37834,Knight and Day
US,United States of America,75612,Oblivion
US,United States of America,1895,Star Wars: Episode III - Revenge of the Sith
US,United States of America,1894,Star Wars: Episode II - Attack of the Clones
US,United States of America,585,"Monsters, Inc."
GB,United Kingdom,76170,The Wolverine
US,United States of America,1893,Star Wars: Episode I - The Phantom Menace
US,United States of America,49519,The Croods
BE,Belgium,2395,Asterix at the Olympic Games
US,United States of America,12100,Windtalkers
US,United States of America,290595,The Huntsman: Winter's War
US,United States of America,98566,Teenage Mutant Ninja Turtles
GB,United Kingdom,49047,Gravity
US,United States of America,9619,Dante's Peak
CN,China,308531,Teenage Mutant Ninja Turtles: Out of the Shadows
US,United States of America,166424,Fantastic Four
US,United States of America,1593,Night at the Museum
CA,Canada,254128,San Andreas
GB,United Kingdom,714,Tomorrow Never Dies
DE,Germany,2024,The Patriot
US,United States of America,163,Ocean's Twelve
US,United States of America,787,Mr. & Mrs. Smith
US,United States of America,262500,Insurgent
US,United States of America,2567,The Aviator
US,United States of America,38745,Gulliver's Travels
US,United States of America,40805,The Green Hornet
US,United States of America,53182,300: Rise of an Empire
US,United States of America,41513,The Smurfs
US,United States of America,13700,Home on the Range
US,United States of America,262504,Allegiant
IN,India,39254,Real Steel
US,United States of America,77931,The Smurfs 2
US,United States of America,1639,Speed 2: Cruise Control
US,United States of America,80274,Ender's Game
GB,United Kingdom,1571,Live Free or Die Hard
NZ,New Zealand,120,The Lord of the Rings: The Fellowship of the Ring
DE,Germany,10204,Around the World in 80 Days
US,United States of America,8489,Ali
US,United States of America,10588,The Cat in the Hat
US,United States of America,2048,"I, Robot"
DE,Germany,1495,Kingdom of Heaven
DE,Germany,10137,Stuart Little
US,United States of America,10198,The Princess and the Frog
US,United States of America,286217,The Martian
US,United States of America,1635,The Island
,,24113,Town & Country
US,United States of America,9679,Gone in Sixty Seconds
GB,United Kingdom,98,Gladiator
US,United States of America,180,Minority Report
DE,Germany,672,Harry Potter and the Chamber of Secrets
IT,Italy,36557,Casino Royale
US,United States of America,869,Planet of the Apes
FR,France,280,Terminator 2: Judgment Day
US,United States of America,11322,Public Enemies
GB,United Kingdom,4982,American Gangster
US,United States of America,36955,True Lies
US,United States of America,18487,The Taking of Pelham 1 2 3
US,United States of America,39451,Little Fockers
US,United States of America,27581,The Other Guys
CA,Canada,9268,Eraser
US,United States of America,68718,Django Unchained
US,United States of America,10545,The Hunchback of Notre Dame
US,United States of America,11688,The Emperor's New Groove
US,United States of America,76163,The Expendables 2
US,United States of America,2059,National Treasure
GB,United Kingdom,2486,Eragon
US,United States of America,16523,Where the Wild Things Are
US,United States of America,116711,Epic
GB,United Kingdom,37710,The Tourist
US,United States of America,9946,End of Days
DE,Germany,1372,Blood Diamond
US,United States of America,106646,The Wolf of Wall Street
GB,United Kingdom,414,Batman Forever
US,United States of America,563,Starship Troopers
DE,Germany,83542,Cloud Atlas
AU,Australia,41216,Legend of the Guardians: The Owls of Ga'Hoole
US,United States of America,314,Catwoman
US,United States of America,184315,Hercules
US,United States of America,9016,Treasure Planet
US,United States of America,18162,Land of the Lost
FR,France,138103,The Expendables 3
DE,Germany,257088,Point Break
DE,Germany,10214,Son of the Mask
US,United States of America,205775,In the Heart of the Sea
AU,Australia,11692,The Adventures of Pluto Nash
ES,Spain,22972,Green Zone
US,United States of America,227973,The Peanuts Movie
US,United States of America,29193,The Spanish Prisoner
US,United States of America,1734,The Mummy Returns
US,United States of America,3131,Gangs of New York
CN,China,76758,The Flowers of War
US,United States of America,9408,Surf's Up
US,United States of America,9890,The Stepford Wives
GB,United Kingdom,855,Black Hawk Down
US,United States of America,77953,The Campaign
FR,France,18,The Fifth Element
US,United States of America,37786,Sex and the City 2
US,United States of America,10501,The Road to El Dorado
US,United States of America,57800,Ice Age: Continental Drift
GB,United Kingdom,150689,Cinderella
GB,United Kingdom,7980,The Lovely Bones
US,United States of America,12,Finding Nemo
NZ,New Zealand,122,The Lord of the Rings: The Return of the King
NZ,New Zealand,121,The Lord of the Rings: The Two Towers
CN,China,68737,Seventh Son
US,United States of America,1995,Lara Croft: Tomb Raider
CN,China,157353,Transcendence
US,United States of America,331,Jurassic Park III
US,United States of America,61791,Rise of the Planet of the Apes
US,United States of America,8204,The Spiderwick Chronicles
US,United States of America,47964,A Good Day to Die Hard
US,United States of America,10733,The Alamo
US,United States of America,9806,The Incredibles
FR,France,1408,Cutthroat Island
CA,Canada,32657,Percy Jackson & the Olympians: The Lightning Thief
US,United States of America,607,Men in Black
US,United States of America,863,Toy Story 2
US,United States of America,44048,Unstoppable
US,United States of America,5175,Rush Hour 2
US,United States of America,2655,What Lies Beneath
US,United States of America,22794,Cloudy with a Chance of Meatballs
US,United States of America,8355,Ice Age: Dawn of the Dinosaurs
US,United States of America,116745,The Secret Life of Walter Mitty
US,United States of America,4327,Charlie's Angels
HK,Hong Kong,1422,The Departed
US,United States of America,10674,Mulan
US,United States of America,7446,Tropic Thunder
NO,Norway,65754,The Girl with the Dragon Tattoo
US,United States of America,1572,Die Hard: With a Vengeance
DE,Germany,10528,Sherlock Holmes
US,United States of America,271969,Ben-Hur
US,United States of America,10865,Atlantis: The Lost Empire
US,United States of America,258509,Alvin and the Chipmunks: The Road Chip
DE,Germany,2253,Valkyrie
US,United States of America,10661,You Don't Mess with the Zohan
US,United States of America,257344,Pixels
US,United States of America,644,A.I. Artificial Intelligence
US,United States of America,10756,The Haunted Mansion
US,United States of America,686,Contact
DE,Germany,9383,Hollow Man
FR,France,179,The Interpreter
US,United States of America,76285,Percy Jackson: Sea of Monsters
US,United States of America,1996,Lara Croft Tomb Raider: The Cradle of Life
CA,Canada,291805,Now You See Me 2
US,United States of America,10003,The Saint
GB,United Kingdom,1535,Spy Game
US,United States of America,2067,Mission to Mars
US,United States of America,46195,Rio
DE,Germany,2277,Bicentennial Man
US,United States of America,10357,Volcano
US,United States of America,4477,The Devil's Own
CA,Canada,8665,K-19: The Widowmaker
US,United States of America,9387,Conan the Barbarian
US,United States of America,921,Cinderella Man
GB,United Kingdom,49852,The Nutcracker: The Untold Story
US,United States of America,4464,Seabiscuit
US,United States of America,664,Twister
US,United States of America,8358,Cast Away
AU,Australia,9836,Happy Feet
DE,Germany,2502,The Bourne Supremacy
DE,Germany,9772,Air Force One
US,United States of America,161,Ocean's Eleven
US,United States of America,52451,The Three Musketeers
US,United States of America,76492,Hotel Transylvania
US,United States of America,4523,Enchanted
US,United States of America,59961,Safe House
US,United States of America,10481,102 Dalmatians
US,United States of America,59108,Tower Heist
GB,United Kingdom,1581,The Holiday
US,United States of America,9798,Enemy of the State
US,United States of America,22897,It's Complicated
US,United States of America,298,Ocean's Thirteen
US,United States of America,7484,Open Season
US,United States of America,157350,Divergent
IE,Ireland,853,Enemy at the Gates
US,United States of America,10159,The Rundown
US,United States of America,9593,Last Action Hero
US,United States of America,1904,Memoirs of a Geisha
JP,Japan,9615,The Fast and the Furious: Tokyo Drift
US,United States of America,51052,Arthur Christmas
US,United States of America,297,Meet Joe Black
US,United States of America,9884,Collateral Damage
US,United States of America,16858,All That Jazz
US,United States of America,62764,Mirror Mirror
US,United States of America,22538,Scott Pilgrim vs. the World
US,United States of America,9341,The Core
US,United States of America,12107,Nutty Professor II: The Klumps
US,United States of America,9637,Scooby-Doo
ZA,South Africa,49049,Dredd
US,United States of America,9339,Click
US,United States of America,16281,Creepshow
US,United States of America,39691,Cats & Dogs 2 : The Revenge of Kitty Galore
CA,Canada,8247,Jumper
DE,Germany,11253,Hellboy II: The Golden Army
US,United States of America,1949,Zodiac
US,United States of America,8452,The 6th Day
US,United States of America,310,Bruce Almighty
US,United States of America,27578,The Expendables
US,United States of America,954,Mission: Impossible
US,United States of America,70160,The Hunger Games
US,United States of America,45243,The Hangover Part II
GB,United Kingdom,364,Batman Returns
US,United States of America,7518,Over the Hedge
US,United States of America,11544,Lilo & Stitch
DE,Germany,9986,Charlotte's Web
US,United States of America,8656,Deep Impact
CA,Canada,146216,RED 2
US,United States of America,9291,The Longest Yard
US,United States of America,55301,Alvin and the Chipmunks: Chipwrecked
US,United States of America,109418,Grown Ups 2
CA,Canada,11665,Get Smart
US,United States of America,6964,Something's Gotta Give
US,United States of America,11324,Shutter Island
US,United States of America,12193,Four Christmases
US,United States of America,9928,Robots
US,United States of America,754,Face/Off
US,United States of America,10202,Bedtime Stories
US,United States of America,4147,Road to Perdition
US,United States of America,50546,Just Go with It
US,United States of America,1701,Con Air
US,United States of America,13027,Eagle Eye
US,United States of America,2289,Cold Mountain
US,United States of America,20504,The Book of Eli
US,United States of America,9574,Flubber
US,United States of America,11618,The Haunting
US,United States of America,2300,Space Jam
US,United States of America,12096,The Pink Panther
CA,Canada,10200,The Day the Earth Stood Still
US,United States of America,8834,Conspiracy Theory
GB,United Kingdom,228150,Fury
US,United States of America,6068,Six Days Seven Nights
US,United States of America,41515,Yogi Bear
US,United States of America,9023,Spirit: Stallion of the Cimarron
US,United States of America,38317,Zookeeper
US,United States of America,2157,Lost in Space
US,United States of America,14462,The Manchurian Candidate
US,United States of America,161795,Déjà Vu
US,United States of America,159824,Hotel Transylvania 2
US,United States of America,49948,Fantasia 2000
US,United States of America,2135,The Time Machine
US,United States of America,9822,Mighty Joe Young
AU,Australia,9705,Swordfish
MX,Mexico,1656,The Legend of Zorro
NZ,New Zealand,12159,What Dreams May Come
US,United States of America,9678,Little Nicky
CZ,Czech Republic,4442,The Brothers Grimm
US,United States of America,75,Mars Attacks!
BE,Belgium,330770,Evolution
US,United States of America,9433,The Edge
US,United States of America,19959,Surrogates
US,United States of America,11973,Thirteen Days
US,United States of America,11228,Daylight
AU,Australia,77951,Walking With Dinosaurs
US,United States of America,5491,Battlefield Earth
DE,Germany,10715,Looney Tunes: Back in Action
IT,Italy,10197,Nine
US,United States of America,9562,Timeline
US,United States of America,9922,The Postman
AU,Australia,9447,Babe: Pig in the City
US,United States of America,274854,The Last Witch Hunter
AU,Australia,8870,Red Planet
FR,France,9992,Arthur and the Invisibles
FR,France,36970,Oceans
CZ,Czech Republic,10077,A Sound of Thunder
CA,Canada,76649,Pompeii
IN,India,293644,Top Cat Begins
US,United States of America,453,A Beautiful Mind
US,United States of America,8587,The Lion King
US,United States of America,72545,Journey 2: The Mysterious Island
US,United States of America,109451,Cloudy with a Chance of Meatballs 2
DE,Germany,9533,Red Dragon
US,United States of America,2023,Hidalgo
US,United States of America,71880,Jack and Jill
US,United States of America,584,2 Fast 2 Furious
FR,France,309809,The Little Prince
US,United States of America,4858,The Invasion
DE,Germany,17711,The Adventures of Rocky & Bullwinkle
US,United States of America,328111,The Secret Life of Pets
CZ,Czech Republic,8698,The League of Extraordinary Gentlemen
US,United States of America,93456,Despicable Me 2
US,United States of America,602,Independence Day
US,United States of America,330,The Lost World: Jurassic Park
US,United States of America,953,Madagascar
GB,United Kingdom,9693,Children of Men
US,United States of America,36657,X-Men
DE,Germany,8909,Wanted
US,United States of America,9802,The Rock
US,United States of America,950,Ice Age: The Meltdown
US,United States of America,1824,50 First Dates
GB,United Kingdom,2976,Hairspray
US,United States of America,11026,Exorcist: The Beginning
US,United States of America,332,Inspector Gadget
US,United States of America,75656,Now You See Me
US,United States of America,38365,Grown Ups
US,United States of America,594,The Terminal
US,United States of America,15189,Hotel for Dogs
NZ,New Zealand,11678,Vertical Limit
US,United States of America,6538,Charlie Wilson's War
US,United States of America,10555,Shark Tale
US,United States of America,1125,Dreamgirls
US,United States of America,4551,Be Cool
CA,Canada,612,Munich
US,United States of America,9567,Tears of the Sun
US,United States of America,37821,Killers
US,United States of America,203801,The Man from U.N.C.L.E.
US,United States of America,2539,Spanglish
US,United States of America,9297,Monster House
US,United States of America,3172,Bandits
US,United States of America,6520,First Knight
MY,Malaysia,1439,Anna and the King
US,United States of America,37958,Immortals
DE,Germany,2026,Hostage
US,United States of America,7450,Titan A.E.
US,United States of America,11375,Hollywood Homicide
US,United States of America,9425,Soldier
US,United States of America,25769,Carriers
US,United States of America,23685,Monkeybone
US,United States of America,11866,Flight of the Phoenix
US,United States of America,9741,Unbreakable
US,United States of America,211672,Minions
US,United States of America,23629,Sucker Punch
CA,Canada,8688,Snake Eyes
US,United States of America,10153,Sphere
FI,Finland,153518,The Angry Birds Movie
US,United States of America,8676,Fool's Gold
US,United States of America,20829,Funny People
DE,Germany,4349,The Kingdom
US,United States of America,9718,Talladega Nights: The Ballad of Ricky Bobby
US,United States of America,10808,Dr. Dolittle 2
US,United States of America,197,Braveheart
DE,Germany,25,Jarhead
US,United States of America,35,The Simpsons Movie
US,United States of America,11086,The Majestic
AU,Australia,10477,Driven
FR,France,1997,Two Brothers
US,United States of America,6947,The Village
US,United States of America,3050,Doctor Dolittle
US,United States of America,2675,Signs
US,United States of America,809,Shrek 2
US,United States of America,920,Cars
US,United States of America,4806,Runaway Bride
US,United States of America,7451,xXx
US,United States of America,228165,The SpongeBob Movie: Sponge Out of Water
US,United States of America,3595,Ransom
DE,Germany,16869,Inglourious Basterds
US,United States of America,879,Hook
US,United States of America,1573,Die Hard 2
US,United States of America,9257,S.W.A.T.
US,United States of America,1903,Vanilla Sky
US,United States of America,9697,Lady in the Water
CA,Canada,395,AVP: Alien vs. Predator
US,United States of America,23398,Alvin and the Chipmunks: The Squeakquel
DE,Germany,10590,We Were Soldiers
US,United States of America,117263,Olympus Has Fallen
US,United States of America,200,Star Trek: Insurrection
US,United States of America,44943,Battle: Los Angeles
US,United States of America,587,Big Fish
US,United States of America,10395,Wolf
US,United States of America,57212,War Horse
DE,Germany,152760,The Monuments Men
US,United States of America,2756,The Abyss
US,United States of America,33909,Wall Street: Money Never Sleeps
US,United States of America,49017,Dracula Untold
US,United States of America,9882,The Siege
IS,Iceland,2270,Stardust
US,United States of America,978,Seven Years in Tibet
US,United States of America,44564,The Dilemma
US,United States of America,3132,Bad Company
CZ,Czech Republic,8814,Doom
US,United States of America,8427,I Spy
US,United States of America,52520,Underworld: Awakening
US,United States of America,80585,Rock of Ages
US,United States of America,10592,Hart's War
AU,Australia,49021,Killer Elite
DE,Germany,11535,Rollerball
DE,Germany,10550,Ballistic: Ecks vs. Sever
DK,Denmark,11258,Hard Rain
US,United States of America,12610,Osmosis Jones
IN,India,59981,Legends of Oz: Dorothy's Return
US,United States of America,201088,Blackhat
GB,United Kingdom,5137,Sky Captain and the World of Tomorrow
DE,Germany,3093,Basic Instinct 2
US,United States of America,107846,Escape Plan
US,United States of America,188207,The Legend of Hercules
US,United States of America,4614,The Sum of All Fears
US,United States of America,24021,The Twilight Saga: Eclipse
DE,Germany,11371,The Score
US,United States of America,20352,Despicable Me
US,United States of America,11517,Money Train
US,United States of America,214756,Ted 2
ES,Spain,26428,Agora
US,United States of America,9824,Mystery Men
US,United States of America,48988,Hall Pass
US,United States of America,9008,The Insider
US,United States of America,300673,The Finest Hours
US,United States of America,12113,Body of Lies
US,United States of America,38778,Dinner for Schmucks
US,United States of America,72331,Abraham Lincoln: Vampire Hunter
GB,United Kingdom,1844,Entrapment
CA,Canada,846,The X Files
GB,United Kingdom,9703,The Last Legion
US,United States of America,857,Saving Private Ryan
PH,Philippines,136797,Need for Speed
US,United States of America,3981,What Women Want
US,United States of America,425,Ice Age
US,United States of America,6171,Dreamcatcher
IN,India,72976,Lincoln
AU,Australia,603,The Matrix
US,United States of America,568,Apollo 13
US,United States of America,9021,The Santa Clause 2
GB,United Kingdom,82695,Les Misérables
US,United States of America,9489,You've Got Mail
US,United States of America,12133,Step Brothers
US,United States of America,9342,The Mask of Zorro
US,United States of America,41733,Due Date
US,United States of America,227306,Unbroken
US,United States of America,5551,Space Cowboys
FR,France,9350,Cliffhanger
US,United States of America,9208,Broken Arrow
US,United States of America,4244,The Kid
US,United States of America,1852,World Trade Center
US,United States of America,11820,Mona Lisa Smile
US,United States of America,76493,The Dictator
GB,United Kingdom,345,Eyes Wide Shut
US,United States of America,196867,Annie
US,United States of America,256591,Focus
US,United States of America,59962,This Means War
US,United States of America,36648,Blade: Trinity
US,United States of America,1880,Red Dawn
FR,France,9440,Primary Colors
CA,Canada,71679,Resident Evil: Retribution
GB,United Kingdom,10483,Death Race
US,United States of America,11412,The Long Kiss Goodnight
US,United States of America,11983,Proof of Life
US,United States of America,6795,Zathura: A Space Adventure
DE,Germany,550,Fight Club
US,United States of America,11170,We Are Marshall
US,United States of America,9292,Hudson Hawk
FR,France,10783,Lucky Numbers
US,United States of America,100241,"I, Frankenstein"
CZ,Czech Republic,257,Oliver Twist
CA,Canada,9947,Elektra
US,United States of America,189,Sin City: A Dame to Kill For
US,United States of America,12618,Random Hearts
IS,Iceland,253412,Everest
ES,Spain,1427,Perfume: The Story of a Murderer
US,United States of America,818,Austin Powers in Goldmember
HK,Hong Kong,16577,Astro Boy
US,United States of America,329,Jurassic Park
US,United States of America,12160,Wyatt Earp
US,United States of America,9331,Clear and Present Danger
HK,Hong Kong,300168,Dragon Blade
US,United States of America,9072,Little Man
FR,France,3536,U-571
US,United States of America,9087,The American President
US,United States of America,12177,The Love Guru
US,United States of America,12138,3000 Miles to Graceland
US,United States of America,273248,The Hateful Eight
US,United States of America,9955,Blades of Glory
GB,United Kingdom,50359,Hop
US,United States of America,1271,300
US,United States of America,693,Meet the Fockers
US,United States of America,14306,Marley & Me
US,United States of America,497,The Green Mile
US,United States of America,11199,Wild Hogs
US,United States of America,9982,Chicken Little
US,United States of America,210577,Gone Girl
US,United States of America,2501,The Bourne Identity
GB,United Kingdom,710,GoldenEye
DE,Germany,2275,The General's Daughter
US,United States of America,37165,The Truman Show
US,United States of America,9837,The Prince of Egypt
US,United States of America,10708,Daddy Day Care
US,United States of America,136400,2 Guns
US,United States of America,10992,Cats & Dogs
GB,United Kingdom,9654,The Italian Job
AU,Australia,2642,Two Weeks Notice
US,United States of America,8916,Antz
US,United States of America,19899,Couples Retreat
US,United States of America,2119,Days of Thunder
US,United States of America,9641,Cheaper by the Dozen 2
US,United States of America,294254,Maze Runner: The Scorch Trials
US,United States of America,38167,Eat Pray Love
US,United States of America,5994,The Family Man
US,United States of America,39514,RED
US,United States of America,9563,Any Given Sunday
US,United States of America,547,The Horse Whisperer
US,United States of America,1538,Collateral
US,United States of America,9334,The Scorpion King
US,United States of America,11128,Ladder 49
US,United States of America,75780,Jack Reacher
AU,Australia,8914,Deep Blue Sea
US,United States of America,13576,This Is It
US,United States of America,39538,Contagion
AU,Australia,10628,Kangaroo Jack
US,United States of America,14836,Coraline
US,United States of America,8645,The Happening
GB,United Kingdom,9509,Man on Fire
US,United States of America,10067,The Shaggy Dog
